timestamp,resolution,app,isReIntervention,purpose,interventionDuration,timezone,interventionType
1749711948.613459,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749712085.858496,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749713269.3490648,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749713361.434438,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749714850.367642,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749726240.7629209,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749727552.776873,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749727813.854939,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749728134.622942,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749728470.908756,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749729076.306021,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749731083.14621,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749731089.020975,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749734668.22499,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749737004.667365,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749737028.482799,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749737429.504514,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749738060.075979,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749738840.238584,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749740191.7062678,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749740768.072783,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749740910.015305,dismissedAppOpening,tikTok,False,,1.5,America/Toronto,breathingExercise
1749740917.5485768,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749743182.080565,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749743692.94986,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749744263.683327,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749744791.6434631,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749744826.488673,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749746159.243541,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749747992.654304,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749748016.582759,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749750411.618772,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749750727.603576,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749750999.97576,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749751080.6681461,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749752131.127639,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749756455.505477,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749756818.991019,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749757541.4496021,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749758607.907799,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749759638.30351,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749761186.71835,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749762304.450204,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749763090.449825,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749763220.04277,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749763278.262466,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749763676.681851,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749765169.824116,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749765711.0294042,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749765802.8732638,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749775624.816824,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749775794.606886,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749778134.9217901,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749784688.107949,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749791908.7367039,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749791946.465952,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749797933.814738,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749798408.462034,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749798637.6625009,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749798721.9278932,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749799496.999608,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749810548.045676,dismissedAppOpening,tikTok,False,,1.5,America/Toronto,breathingExercise
1749810572.665041,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749814247.14801,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749816075.930074,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749817811.78831,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749818342.5627851,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749820365.489448,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749820589.0405002,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749821749.5514278,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749824273.610414,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749824979.948522,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749825606.116879,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749825615.863044,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749826187.078114,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749828392.533543,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749828814.55705,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749830229.632339,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749830296.6664472,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749830975.2306042,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749831625.870304,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749832049.938933,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749832520.995815,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749832606.157318,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749834025.0382671,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749834192.905379,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749834584.385467,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749835549.791477,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749837884.859597,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749838761.640986,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749842950.395957,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749843679.841652,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749844701.8733702,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749845971.7922301,dismissedAppOpening,tikTok,False,,1.5,America/Toronto,breathingExercise
1749848023.8938231,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749848591.690683,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749852090.763126,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749852307.002866,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749852321.8628511,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749852596.2875938,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749853274.980301,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749853467.57825,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749854371.346564,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749854453.1569781,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749854505.138269,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749854974.712143,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749856000.169133,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749856750.916692,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749858167.4168859,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749859515.319977,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749859623.773823,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749860027.205775,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749860105.402547,dismissedAppOpening,tikTok,False,,1.5,America/Toronto,breathingExercise
1749860211.342691,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749860927.336231,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749861110.898299,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749861162.6437259,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749862001.738688,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749862560.716713,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749862830.10069,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749863063.825738,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749863287.983131,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749864277.919317,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749864333.452456,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749864765.473061,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749864774.443784,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749865799.881802,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749866565.914592,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749866737.339888,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749868130.148628,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749868266.9767609,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749868514.355787,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749868724.983398,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749869415.112253,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749870196.549284,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749872029.301647,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749875118.540176,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749877590.08317,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749878444.885406,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749878617.043738,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749879025.0628362,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749898042.526967,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749899032.833586,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749899625.043412,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749899679.505392,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749900455.4374871,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749901053.0844212,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749901645.863452,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749902680.0898728,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749902844.4588928,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749903060.948534,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749904088.1268768,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749904697.603818,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749904922.788388,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749905970.638077,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749908141.475744,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749908564.500942,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749909023.2416902,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749909624.144051,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749910974.27664,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749911296.0329928,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749912034.534189,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749912219.4921541,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749912463.990186,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749912564.290112,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749913065.2029781,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749913311.342159,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749913412.086461,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749913518.889668,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749913568.150648,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749913666.928337,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749914134.859542,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749914400.733397,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749915225.854353,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749915278.3852339,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749916444.584178,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749916695.858087,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749917620.759964,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749917870.5673308,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749918503.916565,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749918729.1826649,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749924718.543353,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749924781.0913281,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749925137.582273,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749926406.7820802,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749926562.028291,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749926765.333796,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749927473.0255241,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749927688.235973,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749928039.566494,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749928467.011894,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749928558.12782,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749928903.759285,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749929429.675277,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749929647.134831,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749930883.8994699,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749931106.157083,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749931605.048703,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749931810.5195909,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749932344.565901,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749932661.7293692,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749932985.587239,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749933790.877562,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749934288.98172,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749934456.807643,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749935512.159638,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749935626.341411,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749936170.166699,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749936306.208472,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749936770.288446,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749936847.453902,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749937815.1574779,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749937991.416228,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749938234.162499,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749938241.576045,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749938682.3443441,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749938870.776877,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749939244.328418,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749939783.137164,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749940027.125967,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749940570.719049,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749940868.887166,dismissedAppOpening,tikTok,False,,1.5,America/Toronto,breathingExercise
1749941034.159635,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749941122.61816,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749942380.688859,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749942526.215732,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749943722.67643,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749943880.353931,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749944402.986722,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749944867.7122478,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749945153.399111,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749946538.427968,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749946593.390016,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749946907.628593,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749947062.792879,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749947856.930062,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749947927.042012,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749947982.0417252,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749948360.913969,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749948643.827633,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749950113.17097,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749950259.665248,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749953577.442013,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749953856.95469,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749954704.6466699,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749955699.561677,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749955888.351318,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749956563.936201,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749957631.52816,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749958392.514305,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749959856.0151129,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749959970.560636,openedApp,tikTok,False,Bored,1.5,America/Toronto,breathingExercise
1749960519.142993,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749960542.5386338,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749960721.868392,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749961119.686868,dismissedAppOpening,instagram,False,,1.5,America/Toronto,breathingExercise
1749961232.750208,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
1749966489.376155,openedApp,instagram,False,Bored,1.5,America/Toronto,breathingExercise
