isReIntervention,timestamp,interventionType,app,timezone,interventionDuration,resolution,purpose
False,1751279908.340462,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751280499.415934,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751280533.05374,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751281009.584861,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751281016.97184,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751283784.396847,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751285412.6006598,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751286024.883522,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751286031.454483,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751286782.745281,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Publicar algo
False,1751286888.966148,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751287082.0396261,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Relajarse
False,1751289613.0053391,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751289622.695987,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751299462.24981,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751301955.357949,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751302353.9007769,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751305960.985779,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751305998.588015,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751306010.356844,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751308422.737269,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751308741.729835,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751308909.034142,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751309001.344685,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751309184.136524,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751309199.610107,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751309256.184017,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751309264.774321,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751309445.0049481,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751310845.89172,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751312348.237462,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Relajarse
False,1751313030.380094,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751314054.874401,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751314731.273618,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751314880.117013,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751315264.600055,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751315274.656279,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Relajarse
False,1751322332.267267,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751351448.746587,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751352039.506666,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751353971.896601,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Relajarse
False,1751357849.884393,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751375002.481408,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Mensaje
False,1751375003.096978,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Mensaje
False,1751377802.993259,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751378727.942302,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751395976.494921,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751396151.4581041,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751397216.683466,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1751398002.168438,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751398101.271482,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751399000.838099,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751399003.70045,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751399009.032812,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751399011.759865,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751399027.844685,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Relajarse
False,1751399600.696342,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751399607.597307,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751403929.078505,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751403949.0029988,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751404465.111882,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751405224.289567,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751405809.6290421,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751405843.564118,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751406166.73532,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751408581.575525,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751410357.347374,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751438692.209105,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751442155.070136,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751444775.301721,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751445403.8261518,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751445408.747983,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751460917.382014,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751461408.162881,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751461752.5396662,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751461757.4613209,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751461837.6759071,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751463466.778232,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751463487.3597732,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751464115.649179,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751464125.2989922,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751464134.282002,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751464589.169613,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751473830.3016071,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751473832.697629,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751473851.546977,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751473924.589124,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751473935.5308309,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751474209.849107,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751474530.826685,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751474546.294033,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Relajarse
False,1751476896.244923,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751477695.379177,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751480968.520436,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751480972.169363,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751481015.483464,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751481161.646412,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751484572.031653,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751485619.54144,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751486800.414911,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751487534.5940871,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751487542.027125,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751487884.604817,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751488408.468611,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751488621.601128,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751488629.2058291,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751489672.1113858,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751492544.77661,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751493160.0372682,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Relajarse
False,1751495750.494509,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751527306.5001879,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751528752.061208,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751528951.513214,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Relajarse
False,1751528967.431273,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,No puedo dormir
False,1751547198.816777,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751547950.168992,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751547962.5196319,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751547966.2396011,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751547974.119669,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751548076.193738,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751548082.184443,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751549114.561166,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751549164.3256922,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751549705.985318,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751549747.632103,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751549986.229074,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751550001.765717,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751550313.334474,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751550754.5809588,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751550875.637224,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751550879.5184631,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751555798.412047,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751558818.0817199,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751569075.923769,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751569253.1400418,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751569337.6275,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1751571105.5970302,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751571111.78478,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751571121.741117,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751571142.367063,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751571295.425235,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751571309.224201,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751573089.679123,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751575693.774128,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751576021.681788,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751576036.110188,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751576347.864033,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751576350.74489,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751576371.419909,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751576611.6664162,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751577505.196286,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751578221.929157,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751578769.666695,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751578781.853729,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751579643.4606972,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751579655.070125,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751579702.495844,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751613435.289603,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751613841.823292,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751613878.759841,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751617133.841652,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751617367.403266,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751617371.0593061,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751617478.977806,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751617493.6892729,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751617812.530786,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751623367.251293,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751635492.789712,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751635986.2598639,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751635993.029405,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751636339.5962,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751637062.4743152,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751637140.309273,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751637301.471004,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751637976.913412,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751637979.702279,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751637994.593608,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Relajarse
False,1751639345.744962,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751639362.103856,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751647130.592879,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751647141.699739,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751647662.862014,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751648905.537225,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751649857.006822,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751655203.866127,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751655240.68744,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751655317.7649422,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751659541.421179,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751663364.281691,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751710218.753694,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751711480.3206859,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751711600.118925,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751712006.742279,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751712038.892537,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751712319.697387,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751712706.358296,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751713484.50084,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751713799.603312,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751713804.4633489,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751717920.394709,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751717930.779684,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751718406.079217,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751718699.647081,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751720695.7223039,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751720922.10389,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751721086.1446471,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751726887.189334,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751726902.667564,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751727469.699195,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751728254.356025,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751729643.982483,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751729654.953728,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751729666.1068301,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751730017.747939,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751730035.781373,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751730323.166621,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751730341.98224,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751738665.023357,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751739274.27529,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751739607.739044,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751739986.768734,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751740906.756329,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751740964.7662601,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751741199.018166,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751741449.430908,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Mantente Informado
False,1751741471.36341,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751741747.569576,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751742671.7798061,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751744486.352294,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751744895.622223,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751746832.22887,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751748182.623584,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751749843.934905,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751755356.687424,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751755364.6339278,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751794060.433877,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751795359.088031,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Buscar info
False,1751801992.961917,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751802003.6306329,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751809904.560406,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751810466.216414,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751810994.729924,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751811013.108392,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751813270.289882,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751814160.10361,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751814166.928361,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751814630.27146,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751814824.1866488,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751814852.8622808,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751815076.797865,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Relajarse
False,1751816959.826123,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751817906.970036,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751818129.5824962,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751818977.409923,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751818983.532024,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751822183.6903949,breathingExercise,instagram,Europe/Madrid,1.5,dismissedAppOpening,
False,1751822193.3414888,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751825299.6138968,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751826112.9223351,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751826139.375054,breathingExercise,tikTok,Europe/Madrid,1.5,openedApp,Buscar info
False,1751827179.336832,breathingExercise,tikTok,Europe/Madrid,1.5,dismissedAppOpening,
False,1751827411.103476,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751827537.653153,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Entretenimiento
False,1751830319.63476,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751832451.5611749,journaling,instagram,Europe/Madrid,,dismissedAppOpening,
False,1751835752.732891,breathingExercise,instagram,Europe/Madrid,1.5,openedApp,Escapar / Evitar
False,1751836730.91731,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751836742.837939,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751837792.203034,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751837797.7425308,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751838008.833416,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751853574.361174,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751881046.973287,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751881071.842541,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751884508.0058231,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751885191.014415,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751885342.194536,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751885403.9136472,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751886358.96708,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751890575.257609,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1751891086.4664822,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751892163.3549209,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751892166.501287,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751892360.5322618,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751893149.497381,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751893869.728066,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751893988.190203,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751893991.51584,breathingExercise,instagram,Europe/Madrid,3.0,dismissedAppOpening,
False,1751894002.645652,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751895727.900876,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751896112.785897,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1751896130.796756,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751899405.280416,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751899522.204773,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Escapar / Evitar
False,1751900231.186832,breathingExercise,tikTok,Europe/Madrid,3.0,dismissedAppOpening,
False,1751900241.116798,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751900285.059154,breathingExercise,tikTok,Europe/Madrid,3.0,openedApp,Entretenimiento
False,1751904907.299022,breathingExercise,instagram,Europe/Madrid,3.0,openedApp,Escapar / Evitar
