timestamp,timezone,interventionType,isReIntervention,interventionDuration,app,resolution
1749936892.40992,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749936957.48932,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1749936976.5594049,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749937074.2361479,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749937831.745027,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749937868.2434468,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749937937.470985,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749939225.711691,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1749941983.110295,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749944095.846138,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749944904.153973,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749952582.246382,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1749952664.590555,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749952761.1628199,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1749997113.2582169,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749997336.5906339,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749997365.916394,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1749997921.485919,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750003224.4221249,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750005595.1252599,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750005792.171274,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750007484.709764,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750009339.422828,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750009629.802156,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750009636.394833,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750012751.609637,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750018518.6811109,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750019795.654275,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750020118.233821,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750020899.481709,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750021400.909677,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750023190.2990398,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750024879.6985621,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750096415.532831,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750096766.510161,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750096774.491852,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750098359.8956199,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750100379.936955,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750107940.299399,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750123843.9277902,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750125048.117316,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750125069.57729,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750159267.127767,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750174422.518462,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750174429.748522,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750174495.990668,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750175139.061325,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750254741.199316,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750339813.024116,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750347050.7143002,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750370321.7366571,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750380936.766903,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750422211.600934,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750422294.9878101,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750422411.9262362,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750426578.4776192,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750454793.924525,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750457970.175205,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750473952.584079,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750603145.285548,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750603660.892801,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750603747.035768,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750603780.2772532,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750604822.378418,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750605873.724611,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750607207.212521,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750607225.225929,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750607897.784806,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750623647.791405,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750625461.35674,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750625471.80004,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750627915.483131,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750628311.895175,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750628441.3221989,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750629569.101743,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750632202.239955,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750639417.271923,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750640398.014271,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750641103.408173,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750641275.570786,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750714900.109046,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750716633.416905,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750766483.201604,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750766711.735118,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750766891.286244,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750767204.445843,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750812687.887331,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750812695.6121402,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750813163.4483771,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750813172.356215,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750813271.958984,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750956383.470969,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750962059.205589,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1750991849.266271,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1750991857.847001,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1751043194.278225,America/New_York,breathingExercise,False,1.5,tikTok,openedApp
1751054115.343355,America/New_York,breathingExercise,False,1.5,tikTok,dismissedAppOpening
1751158940.7473931,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751159618.0670872,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751159698.1726031,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751161096.2225652,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751161404.544293,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751161682.102268,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751222801.939406,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751305511.2550812,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751306279.318682,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751311928.9785318,America/New_York,breathingExercise,False,3.0,tikTok,dismissedAppOpening
1751311948.308666,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751312208.5063748,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751312847.6741881,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751322991.526674,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751323172.2251,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751335825.218079,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751376256.1828442,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751404315.040876,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751404952.150878,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751405334.9479709,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751405624.7018661,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751406227.0834842,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751406497.9958239,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751406654.615306,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751407505.210681,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751483997.407676,America/New_York,breathingExercise,False,3.0,tikTok,dismissedAppOpening
1751484007.499903,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751557654.915868,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751725316.007103,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751758805.8575811,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751774599.401289,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1751862089.914321,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752238731.750571,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752240134.8263211,America/New_York,breathingExercise,False,3.0,tikTok,dismissedAppOpening
1752259242.45605,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752259459.6013908,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752259971.127283,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752269703.542663,America/New_York,breathingExercise,False,3.0,tikTok,dismissedAppOpening
1752269717.269802,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752270051.548327,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
1752347193.350546,America/New_York,breathingExercise,False,3.0,tikTok,openedApp
