app,resolution,timestamp,timezone,isReIntervention,interventionType,interventionDuration
instagram,openedApp,1751112776.96438,America/New_York,False,,
instagram,closedApp,1751112896.964381,America/New_York,False,,
instagram,dismissedAppOpening,1751112896.964381,America/New_York,False,,
instagram,openedApp,1751123200.734451,America/New_York,False,,
instagram,closedApp,1751123320.734451,America/New_York,False,,
instagram,dismissedAppOpening,1751123320.734452,America/New_York,False,,
instagram,dismissedAppOpening,1751123373.629722,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751138210.620141,America/New_York,False,,
instagram,closedApp,1751138330.620141,America/New_York,False,,
instagram,dismissedAppOpening,1751138330.620142,America/New_York,False,,
instagram,openedApp,1751138767.4296532,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751139013.610209,America/New_York,False,,
instagram,closedApp,1751139133.610209,America/New_York,False,,
instagram,dismissedAppOpening,1751139133.610209,America/New_York,False,,
instagram,openedApp,1751156396.149496,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751156881.851701,America/New_York,False,,
instagram,closedApp,1751157001.851701,America/New_York,False,,
instagram,dismissedAppOpening,1751157001.851701,America/New_York,False,,
instagram,openedApp,1751197073.962223,America/New_York,False,,
instagram,closedApp,1751197193.962223,America/New_York,False,,
instagram,dismissedAppOpening,1751197193.962223,America/New_York,False,,
instagram,openedApp,1751201762.783637,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751202004.159658,America/New_York,False,,
instagram,closedApp,1751202124.159658,America/New_York,False,,
instagram,dismissedAppOpening,1751202124.159658,America/New_York,False,,
instagram,openedApp,1751209500.438439,America/New_York,False,,
instagram,closedApp,1751209620.438439,America/New_York,False,,
instagram,dismissedAppOpening,1751209620.438439,America/New_York,False,,
instagram,openedApp,1751271418.243371,America/New_York,False,,
instagram,closedApp,1751271538.243371,America/New_York,False,,
instagram,dismissedAppOpening,1751271538.243371,America/New_York,False,,
instagram,openedApp,1751278433.246414,America/New_York,False,,
instagram,closedApp,1751278553.246414,America/New_York,False,,
instagram,dismissedAppOpening,1751278553.246414,America/New_York,False,,
instagram,openedApp,1751283401.0205212,America/New_York,False,,
instagram,closedApp,1751283521.0205212,America/New_York,False,,
instagram,dismissedAppOpening,1751283521.0205212,America/New_York,False,,
instagram,openedApp,1751297105.942111,America/New_York,False,,
instagram,closedApp,1751297225.942111,America/New_York,False,,
instagram,dismissedAppOpening,1751297225.942111,America/New_York,False,,
instagram,openedApp,1751324269.4822721,America/New_York,False,,
instagram,closedApp,1751324389.4822721,America/New_York,False,,
instagram,dismissedAppOpening,1751324389.4822721,America/New_York,False,,
instagram,openedApp,1751325614.918589,America/New_York,False,breathingExercise,6.0
instagram,dismissedAppOpening,1751325993.3913898,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751362806.765023,America/New_York,False,,
instagram,closedApp,1751362926.765023,America/New_York,False,,
instagram,dismissedAppOpening,1751362926.765023,America/New_York,False,,
instagram,openedApp,1751365205.398265,America/New_York,False,,
instagram,closedApp,1751365325.398265,America/New_York,False,,
instagram,dismissedAppOpening,1751365325.398265,America/New_York,False,,
instagram,openedApp,1751386874.978868,America/New_York,False,,
instagram,closedApp,1751386994.978869,America/New_York,False,,
instagram,dismissedAppOpening,1751386994.978869,America/New_York,False,,
instagram,openedApp,1751415943.1646729,America/New_York,False,,
instagram,closedApp,1751416063.164674,America/New_York,False,,
instagram,dismissedAppOpening,1751416063.164674,America/New_York,False,,
instagram,openedApp,1751449306.04139,America/New_York,False,,
instagram,closedApp,1751449426.04139,America/New_York,False,,
instagram,dismissedAppOpening,1751449426.04139,America/New_York,False,,
instagram,openedApp,1751454018.407207,America/New_York,False,,
instagram,closedApp,1751454138.407207,America/New_York,False,,
instagram,dismissedAppOpening,1751454138.407207,America/New_York,False,,
instagram,openedApp,1751456840.7661572,America/New_York,False,breathingExercise,6.0
instagram,dismissedAppOpening,1751457458.83852,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751471291.6110392,America/New_York,False,,
instagram,closedApp,1751471411.6110392,America/New_York,False,,
instagram,dismissedAppOpening,1751471411.6110392,America/New_York,False,,
instagram,dismissedAppOpening,1751492369.814208,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751492544.116838,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751500319.920323,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751500804.566355,America/New_York,False,,
instagram,closedApp,1751500924.566355,America/New_York,False,,
instagram,dismissedAppOpening,1751500924.566355,America/New_York,False,,
instagram,openedApp,1751541590.966206,America/New_York,False,breathingExercise,6.0
instagram,dismissedAppOpening,1751546331.553839,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751555205.558796,America/New_York,False,,
instagram,closedApp,1751555325.558797,America/New_York,False,,
instagram,dismissedAppOpening,1751555325.558797,America/New_York,False,,
instagram,openedApp,1751570819.448502,America/New_York,False,,
instagram,closedApp,1751570939.448502,America/New_York,False,,
instagram,dismissedAppOpening,1751570939.448502,America/New_York,False,,
instagram,openedApp,1751578217.842386,America/New_York,False,,
instagram,closedApp,1751578337.842386,America/New_York,False,,
instagram,dismissedAppOpening,1751578337.842386,America/New_York,False,,
instagram,openedApp,1751590804.3358521,America/New_York,False,,
instagram,closedApp,1751590924.3358521,America/New_York,False,,
instagram,dismissedAppOpening,1751590924.335853,America/New_York,False,,
instagram,openedApp,1751591053.6230211,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751592105.4846668,America/New_York,False,,
instagram,closedApp,1751592225.4846668,America/New_York,False,,
instagram,dismissedAppOpening,1751592225.4846668,America/New_York,False,,
instagram,openedApp,1751592256.1880841,America/New_York,False,breathingExercise,6.0
instagram,openedApp,1751595322.170891,America/New_York,False,,
instagram,closedApp,1751595442.170892,America/New_York,False,,
instagram,dismissedAppOpening,1751595442.170892,America/New_York,False,,
instagram,openedApp,1751639706.430754,America/New_York,False,,
instagram,closedApp,1751639826.430756,America/New_York,False,,
instagram,dismissedAppOpening,1751639826.430756,America/New_York,False,,
instagram,openedApp,1751642974.650049,America/New_York,False,,
instagram,closedApp,1751643094.650049,America/New_York,False,,
instagram,dismissedAppOpening,1751643094.650049,America/New_York,False,,
instagram,openedApp,1751645838.000729,America/New_York,False,,
instagram,closedApp,1751645958.000729,America/New_York,False,,
instagram,dismissedAppOpening,1751645958.000729,America/New_York,False,,
