timestamp,resolution,interventionType,isReIntervention,timezone,interventionDuration,app,purpose
1751658344.560742,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751658463.213447,closedApp,,False,Europe/Madrid,,instagram,
1751664471.867437,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751664546.969747,closedApp,,False,Europe/Madrid,,instagram,
1751664660.521471,closedApp,,False,Europe/Madrid,,instagram,
1751666823.292731,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751666851.332061,closedApp,,False,Europe/Madrid,,instagram,
1751667682.2029839,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1751669198.4426808,closedApp,,False,Europe/Madrid,,instagram,
1751669222.861267,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Relajarse
1751670596.3808188,closedApp,,False,Europe/Madrid,,youtube,
1751702540.6601949,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751703155.985931,closedApp,,False,Europe/Madrid,,instagram,
1751703882.692476,closedApp,,False,Europe/Madrid,,instagram,
1751704491.9806972,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751704501.361459,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751704585.020468,closedApp,,False,Europe/Madrid,,instagram,
1751705560.204292,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751705628.53245,closedApp,,False,Europe/Madrid,,instagram,
1751706059.244022,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751706116.552778,closedApp,,False,Europe/Madrid,,instagram,
1751706134.006929,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751706204.977395,closedApp,,False,Europe/Madrid,,instagram,
1751706599.521405,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1751707177.759723,closedApp,,False,Europe/Madrid,,instagram,
1751707410.171318,closedApp,,False,Europe/Madrid,,instagram,
1751707567.599606,closedApp,,False,Europe/Madrid,,instagram,
1751707574.461337,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751707704.346986,closedApp,,False,Europe/Madrid,,instagram,
1751707748.308342,closedApp,,False,Europe/Madrid,,instagram,
1751708293.061115,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751708346.8445358,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751708357.207303,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1751708386.244966,closedApp,,False,Europe/Madrid,,instagram,
1751709157.940526,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751713310.97701,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751709818.6533098,closedApp,,False,Europe/Madrid,,instagram,
1751712300.814825,closedApp,,False,Europe/Madrid,,instagram,
1751713320.7362108,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Revisar me gusta
1751713467.396978,closedApp,,False,Europe/Madrid,,instagram,
1751714321.651342,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751714368.060363,closedApp,,False,Europe/Madrid,,instagram,
1751714872.665828,closedApp,,False,Europe/Madrid,,instagram,
1751715830.220385,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1751715991.834774,closedApp,,False,Europe/Madrid,,instagram,
1751716290.344401,closedApp,,False,Europe/Madrid,,instagram,
1751716352.891648,closedApp,,False,Europe/Madrid,,instagram,
1751717772.0074391,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751717785.7067099,closedApp,,False,Europe/Madrid,,instagram,
1751718263.901682,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Relajarse
1751720167.49687,closedApp,,False,Europe/Madrid,,youtube,
1751720206.924151,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1751720256.5005898,closedApp,,False,Europe/Madrid,,instagram,
1751721071.126,closedApp,,False,Europe/Madrid,,instagram,
1751721845.804292,closedApp,,False,Europe/Madrid,,instagram,
1751722415.59205,closedApp,,False,Europe/Madrid,,instagram,
1751720313.2172918,closedApp,,False,Europe/Madrid,,youtube,
1751723242.065009,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1751723276.057867,closedApp,,False,Europe/Madrid,,instagram,
1751723752.539377,closedApp,,False,Europe/Madrid,,instagram,
1751725050.3310552,closedApp,,False,Europe/Madrid,,instagram,
1751726721.405616,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751726891.85407,closedApp,,False,Europe/Madrid,,instagram,
1751727024.225768,closedApp,,False,Europe/Madrid,,instagram,
1751728476.453764,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751728746.5211449,closedApp,,False,Europe/Madrid,,instagram,
1751729497.808003,closedApp,,False,Europe/Madrid,,instagram,
1751730187.187039,closedApp,,False,Europe/Madrid,,instagram,
1751730225.4330301,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751730226.436995,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751732486.8787851,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751732544.464464,closedApp,,False,Europe/Madrid,,instagram,
1751732647.415226,closedApp,,False,Europe/Madrid,,instagram,
1751733056.544213,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751733186.4989529,closedApp,,False,Europe/Madrid,,instagram,
1751740963.936409,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1751741081.174028,closedApp,,False,Europe/Madrid,,instagram,
1751752656.774832,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751752686.189395,closedApp,,False,Europe/Madrid,,instagram,
1751752962.6904402,closedApp,,False,Europe/Madrid,,instagram,
1751755651.5062342,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751755825.497978,closedApp,,False,Europe/Madrid,,instagram,
1751758965.687578,closedApp,,False,Europe/Madrid,,instagram,
1751769459.243926,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751769536.0412579,closedApp,,False,Europe/Madrid,,instagram,
1751769645.395001,closedApp,,False,Europe/Madrid,,instagram,
1751771644.524234,closedApp,,False,Europe/Madrid,,instagram,
1751774085.878677,closedApp,,False,Europe/Madrid,,instagram,
1751778557.513506,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751809567.2918692,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751809789.177324,closedApp,,False,Europe/Madrid,,instagram,
1751810244.9986238,closedApp,,False,Europe/Madrid,,instagram,
1751828085.8865762,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751828103.814801,closedApp,,False,Europe/Madrid,,instagram,
1751828299.186414,closedApp,,False,Europe/Madrid,,instagram,
1751828639.922978,closedApp,,False,Europe/Madrid,,instagram,
1751829816.60914,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751829875.5502238,closedApp,,False,Europe/Madrid,,instagram,
1751829923.532829,closedApp,,False,Europe/Madrid,,instagram,
1751830085.506511,closedApp,,False,Europe/Madrid,,instagram,
1751830277.4260468,closedApp,,False,Europe/Madrid,,instagram,
1751830449.480757,closedApp,,False,Europe/Madrid,,instagram,
1751833521.083708,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751869522.108625,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751869549.0814729,closedApp,,False,Europe/Madrid,,instagram,
1751869690.661515,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Mensaje
1751872485.024778,closedApp,,False,Europe/Madrid,,youtube,
1751872783.538805,closedApp,,False,Europe/Madrid,,youtube,
1751873954.113972,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751875325.541748,closedApp,,False,Europe/Madrid,,youtube,
1751875696.265009,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Inodoro
1751875906.6666389,closedApp,,False,Europe/Madrid,,youtube,
1751876228.038362,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751876316.238795,closedApp,,False,Europe/Madrid,,instagram,
1751876457.140973,closedApp,,False,Europe/Madrid,,instagram,
1751876479.826651,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Inodoro
1751877143.194192,closedApp,,False,Europe/Madrid,,youtube,
1751877160.3155432,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751877302.8079538,closedApp,,False,Europe/Madrid,,instagram,
1751877433.543638,closedApp,,False,Europe/Madrid,,instagram,
1751877454.2243829,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Aburrido
1751877911.600696,closedApp,,False,Europe/Madrid,,youtube,
1751879491.657652,closedApp,,False,Europe/Madrid,,youtube,
1751880048.132104,closedApp,,False,Europe/Madrid,,youtube,
1751880291.7685761,closedApp,,False,Europe/Madrid,,youtube,
1751880601.414418,closedApp,,False,Europe/Madrid,,youtube,
1751881252.519895,closedApp,,False,Europe/Madrid,,youtube,
1751881411.7750401,closedApp,,False,Europe/Madrid,,youtube,
1751881593.5901809,closedApp,,False,Europe/Madrid,,youtube,
1751881607.578969,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751881993.3135638,closedApp,,False,Europe/Madrid,,instagram,
1751882066.344816,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751882319.4727979,closedApp,,False,Europe/Madrid,,youtube,
1751883266.913763,closedApp,,False,Europe/Madrid,,youtube,
1751883843.492269,closedApp,,False,Europe/Madrid,,youtube,
1751883971.626069,closedApp,,False,Europe/Madrid,,youtube,
1751884053.667354,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751884780.755845,closedApp,,False,Europe/Madrid,,instagram,
1751885996.99163,closedApp,,False,Europe/Madrid,,instagram,
1751886961.7016768,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751886990.785491,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Relajarse
1751887083.0738049,closedApp,,False,Europe/Madrid,,instagram,
1751887564.532384,closedApp,,False,Europe/Madrid,,instagram,
1751888069.421318,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1751888524.572335,closedApp,,False,Europe/Madrid,,instagram,
1751888558.402866,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,youtube,
1751888784.0686278,closedApp,,False,Europe/Madrid,,instagram,
1751889732.112431,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751889763.5606341,closedApp,,False,Europe/Madrid,,instagram,
1751889942.93308,closedApp,,False,Europe/Madrid,,instagram,
1751890245.541214,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751890357.2875,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751891327.509736,closedApp,,False,Europe/Madrid,,instagram,
1751892148.7265658,closedApp,,False,Europe/Madrid,,instagram,
1751892628.501364,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1751893621.269131,closedApp,,False,Europe/Madrid,,instagram,
1751893723.451467,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751894432.900679,closedApp,,False,Europe/Madrid,,youtube,
1751899129.21718,closedApp,,False,Europe/Madrid,,youtube,
1751899672.573923,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Mensaje
1751900196.893415,closedApp,,False,Europe/Madrid,,instagram,
1751901674.449146,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751902142.870552,closedApp,,False,Europe/Madrid,,instagram,
1751902197.683611,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1751902511.8550081,closedApp,,False,Europe/Madrid,,youtube,
1751902522.853713,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1751902991.799484,closedApp,,False,Europe/Madrid,,instagram,
1751903444.299576,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751904294.128792,closedApp,,False,Europe/Madrid,,instagram,
1751904560.874267,closedApp,,False,Europe/Madrid,,instagram,
1751905269.219717,closedApp,,False,Europe/Madrid,,instagram,
1751905286.675122,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751907155.635024,closedApp,,False,Europe/Madrid,,youtube,
1751907289.551021,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751907504.725708,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751909136.216531,closedApp,,False,Europe/Madrid,,instagram,
1751909897.10988,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751909906.453057,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751910153.696533,closedApp,,False,Europe/Madrid,,instagram,
1751910312.727175,closedApp,,False,Europe/Madrid,,instagram,
1751910761.2500691,closedApp,,False,Europe/Madrid,,instagram,
1751912234.383682,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751912246.467567,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751914108.8156362,closedApp,,False,Europe/Madrid,,instagram,
1751915026.382165,closedApp,,False,Europe/Madrid,,instagram,
1751916723.184834,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751916836.939688,closedApp,,False,Europe/Madrid,,instagram,
1751916855.959835,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1751920640.0046,closedApp,,False,Europe/Madrid,,youtube,
1751920656.5653172,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Obsesionarse con un crush
1751920791.466083,closedApp,,False,Europe/Madrid,,instagram,
1751920805.954467,closedApp,,False,Europe/Madrid,,instagram,
1751921580.166131,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751924342.017003,closedApp,,False,Europe/Madrid,,youtube,
1751928875.80614,closedApp,,False,Europe/Madrid,,youtube,
1751945479.2003288,closedApp,,False,Europe/Madrid,,youtube,
1751955318.960674,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751955368.1454558,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1751955839.758697,closedApp,,False,Europe/Madrid,,instagram,
1751956273.93483,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751956961.0223598,closedApp,,False,Europe/Madrid,,instagram,
1751957397.75543,closedApp,,False,Europe/Madrid,,instagram,
1751958388.445788,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751958397.5839891,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751959093.4696898,closedApp,,False,Europe/Madrid,,instagram,
1751959692.967423,closedApp,,False,Europe/Madrid,,instagram,
1751962328.301256,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1751962375.9691172,closedApp,,False,Europe/Madrid,,instagram,
1751962593.986635,closedApp,,False,Europe/Madrid,,instagram,
1751970376.668517,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751970432.815871,closedApp,,False,Europe/Madrid,,instagram,
1751971147.061964,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751977274.7561932,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1751977302.604731,closedApp,,False,Europe/Madrid,,instagram,
1751977576.880103,closedApp,,False,Europe/Madrid,,instagram,
1751977764.1483579,closedApp,,False,Europe/Madrid,,instagram,
1751978523.400231,closedApp,,False,Europe/Madrid,,instagram,
1751978723.913711,closedApp,,False,Europe/Madrid,,instagram,
1751979573.1304011,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Publicar algo
1751979586.084162,closedApp,,False,Europe/Madrid,,youtube,
1751979632.064808,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751980444.748224,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1751983492.093234,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751983526.194216,closedApp,,False,Europe/Madrid,,instagram,
1751983819.674715,closedApp,,False,Europe/Madrid,,instagram,
1751984555.199082,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751984592.074891,closedApp,,False,Europe/Madrid,,instagram,
1751984861.539164,closedApp,,False,Europe/Madrid,,instagram,
1751985804.855171,closedApp,,False,Europe/Madrid,,instagram,
1751992621.561749,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751992734.5789828,closedApp,,False,Europe/Madrid,,instagram,
1751992776.462686,closedApp,,False,Europe/Madrid,,instagram,
1751993203.929638,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1751993266.747532,closedApp,,False,Europe/Madrid,,instagram,
1751993487.52029,closedApp,,False,Europe/Madrid,,instagram,
1751997445.7589002,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1751998026.485734,closedApp,,False,Europe/Madrid,,youtube,
1751998300.344682,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1751998678.456377,closedApp,,False,Europe/Madrid,,instagram,
1751999061.644866,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752000267.9341068,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752000776.4134378,closedApp,,False,Europe/Madrid,,youtube,
1752001357.389422,closedApp,,False,Europe/Madrid,,youtube,
1752003321.758981,closedApp,,False,Europe/Madrid,,youtube,
1752004805.966107,closedApp,,False,Europe/Madrid,,youtube,
1752016553.736905,closedApp,,False,Europe/Madrid,,youtube,
1752043691.692771,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752044054.464788,closedApp,,False,Europe/Madrid,,instagram,
1752044472.277546,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752047084.363669,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752047085.911475,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752044498.1865048,closedApp,,False,Europe/Madrid,,instagram,
1752044822.350568,closedApp,,False,Europe/Madrid,,instagram,
1752046129.009332,closedApp,,False,Europe/Madrid,,instagram,
1752048175.100688,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752048197.2726889,closedApp,,False,Europe/Madrid,,instagram,
1752057665.115551,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752057673.645804,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752057708.252177,closedApp,,False,Europe/Madrid,,instagram,
1752058122.790625,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752058296.225359,closedApp,,False,Europe/Madrid,,instagram,
1752058769.2744598,closedApp,,False,Europe/Madrid,,instagram,
1752066508.049103,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Aburrido
1752066535.5908399,closedApp,,False,Europe/Madrid,,instagram,
1752066768.075206,closedApp,,False,Europe/Madrid,,instagram,
1752066871.829939,closedApp,,False,Europe/Madrid,,instagram,
1752067933.7979069,closedApp,,False,Europe/Madrid,,instagram,
1752069499.635042,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Inodoro
1752069516.792727,closedApp,,False,Europe/Madrid,,instagram,
1752069717.347913,closedApp,,False,Europe/Madrid,,instagram,
1752069855.8184838,closedApp,,False,Europe/Madrid,,instagram,
1752069907.954232,closedApp,,False,Europe/Madrid,,instagram,
1752072241.2730088,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752072272.205904,closedApp,,False,Europe/Madrid,,instagram,
1752074179.999906,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752078520.00781,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
1752079425.566174,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752079502.4582171,closedApp,,False,Europe/Madrid,,instagram,
1752082187.496161,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Publicar algo
1752083270.079817,closedApp,,False,Europe/Madrid,,instagram,
1752083546.5643759,openedApp,breathingExercise,False,Europe/Madrid,3.0,youtube,Entretenimiento
1752083795.696182,closedApp,,False,Europe/Madrid,,youtube,
1752084782.5759711,openedApp,breathingExercise,False,Europe/Madrid,3.0,instagram,Entretenimiento
1752084834.870202,closedApp,,False,Europe/Madrid,,instagram,
1752084851.6334538,closedApp,,False,Europe/Madrid,,instagram,
1752085938.882512,closedApp,,False,Europe/Madrid,,instagram,
1752086029.408551,closedApp,,False,Europe/Madrid,,instagram,
1752086337.1814852,closedApp,,False,Europe/Madrid,,instagram,
1752086379.3523169,closedApp,,False,Europe/Madrid,,instagram,
1752088257.778706,dismissedAppOpening,breathingExercise,False,Europe/Madrid,3.0,instagram,
