interventionDuration,timestamp,isReIntervention,timezone,resolution,app,interventionType
3,1752486520.902776,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752486753.071275,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752486755.465087,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752486764.095385,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752487213.198359,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752490234.212504,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752491630.889573,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752491645.230248,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752492808.7758632,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752492820.577649,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752492822.348491,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752495235.0561872,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752496069.9664512,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752496770.451278,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752497344.123333,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752497347.8383,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752497356.110506,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752497670.482842,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752498379.565443,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752499152.811235,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752499160.771898,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752499169.310281,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752499175.02991,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752500359.2900271,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752500364.059636,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752500366.7469,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752500369.5194402,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752500373.940769,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752501498.2709432,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752501978.4125872,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752504060.535809,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752508275.3574119,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752508290.9070039,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752508301.1612968,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752508312.919344,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752508808.421111,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752509467.016868,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752509482.97046,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752509760.712071,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752512254.009942,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752513131.361535,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752517366.4470081,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752522043.161195,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752522880.1806989,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752522889.100554,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752526890.919482,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752528423.697761,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752528883.165226,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752530589.423379,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752558586.705575,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752558612.978277,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752559642.130701,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752559844.089246,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752559847.0964031,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752559849.889226,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752559854.4885259,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560010.2459002,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560056.698492,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560062.986515,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560065.440273,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560068.3031402,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560070.872229,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560073.124609,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560082.219942,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560766.9902558,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752560770.947236,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752566222.9687018,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752566234.828897,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752566277.5856252,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752568478.689739,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752568737.847468,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752568753.7548919,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752570590.262196,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752570592.656595,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752570606.4991698,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752571457.314033,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572151.390078,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572543.997962,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572739.549732,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572747.0331979,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572826.9930239,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752572902.548567,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752573297.164054,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752573312.633463,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752573437.567162,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752574453.936347,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752574854.651514,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575112.2530541,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575174.869228,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575339.0132751,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575442.851038,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575645.2856421,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752575754.182191,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752575850.040728,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752577083.113137,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752577091.778933,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752577178.613616,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752577213.440228,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752578332.184243,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752578336.176311,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752578393.747064,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752578642.558342,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752578802.5347009,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752579677.889709,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752579693.944365,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752579827.5971332,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752579836.895827,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752579877.819484,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752580619.2817569,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752580889.5280309,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752580980.076981,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752580983.220251,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752580986.5168839,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752580989.33162,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752581175.986278,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752581180.6654139,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752581185.980843,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752581196.52147,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752582348.584941,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752583318.828085,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752585364.18673,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585369.9649801,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585383.428273,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752585609.492015,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585614.9999661,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585619.419287,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585684.85528,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585687.952097,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585695.502835,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585698.031742,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585701.0874481,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752585750.526087,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752587259.5484939,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752588237.1739712,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752588365.000473,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752588367.435501,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752588370.212888,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752588385.012442,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752588826.727082,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752593037.3290172,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752600924.8268309,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752600930.5271301,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752600933.065913,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752603343.51946,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752603351.739547,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752603481.297859,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752603499.126515,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752603737.8346481,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752603741.391827,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752603744.235073,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752608496.558481,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752608504.696796,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752609358.438685,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752611858.1730509,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752613454.982738,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752613597.964254,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752613852.371727,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752613855.9514298,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752613865.741315,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752614214.287965,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752614275.721278,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752614279.23368,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752614425.510693,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752614983.50775,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752647737.2439451,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752647828.3346438,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752647865.115994,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752647922.383852,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752648563.3320742,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752648573.4236999,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752650346.370764,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752650422.756104,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752650644.1671638,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752650814.9363189,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752652774.002027,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752652869.5240731,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752652919.328771,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752652974.634783,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752652984.166492,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752653221.462321,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752653255.937814,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752653274.4613519,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752658516.137433,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752658531.180142,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752659811.954596,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752659826.369523,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752659834.141892,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752659850.636915,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752659867.317246,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752660024.9536672,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752660088.703644,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752660402.1875691,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752661355.488035,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752661445.289587,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752661933.0453138,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752662165.233292,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752662872.498472,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752663550.263535,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752664330.609447,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752664460.238223,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752665777.555956,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752665858.567596,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752665920.104916,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752669333.003232,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752669845.446013,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752670075.892589,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752670344.239262,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752670467.115195,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752672088.137714,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752673018.541496,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752673025.5819678,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752673030.282438,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752673156.8287802,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752674806.113532,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752674831.531026,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752676732.2875671,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752676741.070664,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752676837.379583,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752677002.929508,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752677251.976057,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752677429.600909,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752677527.7285562,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752677538.4452372,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752679128.446694,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752680055.9467149,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752681193.014336,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752681940.653737,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752682070.8636122,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752682390.44193,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752683139.1839762,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752683317.371525,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752683324.493153,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752684649.971298,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752684652.594254,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685478.7348862,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685483.158194,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685569.0794291,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685634.66799,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685640.2570481,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752685668.816949,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752686390.1833591,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752688221.498478,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752688636.459303,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752688701.1317291,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752688809.570879,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752694488.551899,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752702056.718986,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752704562.324961,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752704839.496659,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752705480.330608,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752707488.255255,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752707657.659698,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752707722.928596,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752707785.90466,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752707796.3648791,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752708179.366353,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752708184.232966,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752737657.1102471,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752737670.843518,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752737833.469871,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752738210.2778978,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752738663.980847,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752738668.098662,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752738678.4085212,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752739937.986511,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752740533.099732,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752740556.020158,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752740569.37527,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752740769.014361,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752741016.253484,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752743186.084527,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752743358.424643,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752743368.338217,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752745297.064811,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752745434.755089,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752745688.0744781,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752746152.043596,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752746226.803073,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752746618.698349,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752749239.188717,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752750419.267216,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752750422.9516811,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752750980.673472,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752750998.259234,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752752262.582123,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752752417.8472161,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752752430.398971,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752752773.5642781,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752753281.294074,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752757700.477334,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752765234.45188,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752767105.0109382,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752769631.899162,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752769691.7572951,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752771126.04362,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752771185.612831,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752771729.132801,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752771866.756779,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752772039.2111979,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752772135.478102,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752772347.815181,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752772356.147615,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752773131.9678268,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752773193.0519872,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752775737.1450949,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752776670.421452,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752780476.6111789,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752781495.960295,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752782949.362286,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752791354.5098372,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752794077.479866,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752794132.913945,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752794609.471535,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752794704.983603,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752818867.90668,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752820126.528542,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752822441.0448399,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752822532.092104,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752823486.722815,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752824410.819169,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752824932.691401,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752825074.293762,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752825233.493294,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752825270.7791018,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752825331.174403,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752825335.949726,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752826643.79041,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752827901.980371,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752828264.7026339,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752830223.331841,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752830443.210422,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752830704.50137,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752832684.071509,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752833024.618115,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752833038.9840689,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752833744.028997,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752834088.19237,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752834317.345412,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752835120.526157,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752836029.040142,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752836386.927057,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752837184.420521,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752837816.02324,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752838198.1607661,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752838702.682887,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752838716.446069,False,Europe/Madrid,openedApp,instagram,breathingExercise
3,1752839906.1280909,False,Europe/Madrid,dismissedAppOpening,instagram,breathingExercise
3,1752841056.1076279,False,Europe/Madrid,openedApp,instagram,breathingExercise
