timestamp,isReIntervention,app,interventionType,interventionDuration,timezone,resolution,purpose
1749656982.220872,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749666961.343574,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749667308.441879,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749667324.1730552,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749677443.36659,False,disneyPlus,breathingExercise,6.0,Europe/Zurich,openedApp,Klo
1749700828.5256581,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749701656.314105,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749703392.3843431,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749703536.141399,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749703696.583558,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749703697.067198,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749713982.514147,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749721042.5129771,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749727803.7410622,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749728129.668174,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749730753.3128,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749731516.894436,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749731778.960757,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749732605.714332,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749732757.325459,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749734882.516398,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749734987.1047158,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749735380.55306,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749735664.008883,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749736589.0087419,False,youtube,,,Europe/Zurich,closedApp,
1749737596.582171,False,youtube,,,Europe/Zurich,closedApp,
1749737775.6011271,False,youtube,,,Europe/Zurich,closedApp,
1749737798.004885,False,youtube,,,Europe/Zurich,closedApp,
1749738308.346448,False,youtube,,,Europe/Zurich,closedApp,
1749738370.986761,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749739471.121197,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749740667.908307,False,youtube,,,Europe/Zurich,closedApp,
1749741419.330762,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749742164.9638581,False,youtube,,,Europe/Zurich,closedApp,
1749745333.84289,False,youtube,,,Europe/Zurich,closedApp,
1749745966.140975,False,youtube,,,Europe/Zurich,closedApp,
1749746498.903411,False,youtube,,,Europe/Zurich,closedApp,
1749747153.171741,False,youtube,,,Europe/Zurich,closedApp,
1749748963.486269,False,youtube,,,Europe/Zurich,closedApp,
1749754551.661478,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749754694.0743299,False,youtube,,,Europe/Zurich,closedApp,
1749759250.538357,False,youtube,,,Europe/Zurich,closedApp,
1749766442.610734,False,youtube,,,Europe/Zurich,closedApp,
1749824450.2627702,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749825760.472321,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749833427.067525,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Infos suchen
1749833838.10568,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749834629.367015,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749835218.218134,False,youtube,,,Europe/Zurich,closedApp,
1749844517.199397,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749883879.1308122,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749883928.448874,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749884124.126936,False,youtube,,,Europe/Zurich,closedApp,
1749884433.382859,False,youtube,,,Europe/Zurich,closedApp,
1749887067.949302,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749887100.6416202,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749888335.27564,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749889029.7700381,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749895274.128679,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749895293.345891,False,youtube,,,Europe/Zurich,closedApp,
1749896099.4596791,False,youtube,,,Europe/Zurich,closedApp,
1749896239.77526,False,youtube,,,Europe/Zurich,closedApp,
1749896535.4393811,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749896614.145767,False,youtube,,,Europe/Zurich,closedApp,
1749897312.640888,False,youtube,,,Europe/Zurich,closedApp,
1749897991.442998,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749898787.440487,False,youtube,,,Europe/Zurich,closedApp,
1749902752.704684,False,youtube,,,Europe/Zurich,closedApp,
1749911920.658489,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749911945.67668,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749913828.7514071,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749913931.3288422,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Auf dem Laufenden bleiben
1749915419.906517,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749914643.954397,False,youtube,,,Europe/Zurich,closedApp,
1749916080.380567,False,youtube,,,Europe/Zurich,closedApp,
1749916733.702899,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749916835.077479,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749917105.189347,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749917458.903184,False,youtube,,,Europe/Zurich,closedApp,
1749918028.167862,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749919943.611433,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749920144.9939141,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749920507.495748,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749920525.4687052,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749920845.2831101,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749921615.6176028,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749922243.103598,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1749923522.749133,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749923703.4616132,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749927343.579064,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749933596.440413,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749933644.8112211,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749936008.512651,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749937520.056995,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749937953.247328,False,snapchat,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1749948743.8882542,False,youtube,,,Europe/Zurich,closedApp,
1749996380.16507,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749996922.383261,False,snapchat,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1749996995.862825,False,instagram,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750009483.169965,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1750010424.812731,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Ablenkung
1750013842.7303681,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750013884.629003,False,youtube,,,Europe/Zurich,closedApp,
1750078883.522941,False,instagram,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1750079902.733539,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750080200.519105,False,youtube,,,Europe/Zurich,closedApp,
1750080479.4272342,False,youtube,,,Europe/Zurich,closedApp,
1750081932.68953,False,youtube,,,Europe/Zurich,closedApp,
1750082603.717671,False,youtube,,,Europe/Zurich,closedApp,
1750082930.138276,False,youtube,,,Europe/Zurich,closedApp,
1750083067.0788522,False,youtube,,,Europe/Zurich,closedApp,
1750084842.57588,False,youtube,,,Europe/Zurich,closedApp,
1750087780.2429938,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750090302.843993,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1750090700.427691,False,youtube,,,Europe/Zurich,closedApp,
1750098106.440963,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Nachricht / Schreiben
1750100677.681477,False,youtube,,,Europe/Zurich,closedApp,
1750101123.653856,False,youtube,,,Europe/Zurich,closedApp,
1750102679.2059588,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750102723.935896,False,youtube,,,Europe/Zurich,closedApp,
1750103150.501617,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Ablenkung
1750103403.167511,False,youtube,,,Europe/Zurich,closedApp,
1750103583.9751282,False,youtube,,,Europe/Zurich,closedApp,
1750104482.9026442,False,youtube,breathingExercise,6.0,Europe/Zurich,dismissedAppOpening,
1750104505.815207,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750104630.740162,False,youtube,,,Europe/Zurich,closedApp,
1750104967.106354,False,youtube,,,Europe/Zurich,closedApp,
1750105029.9855552,False,youtube,,,Europe/Zurich,closedApp,
1750107640.580212,False,youtube,,,Europe/Zurich,closedApp,
1750113490.288155,False,youtube,,,Europe/Zurich,closedApp,
1750115205.3599381,False,youtube,,,Europe/Zurich,closedApp,
1750122405.8344011,False,youtube,breathingExercise,6.0,Europe/Zurich,openedApp,Unterhaltung
1750122561.767643,False,youtube,,,Europe/Zurich,closedApp,
