interventionDuration,timezone,interventionType,timestamp,resolution,app,isReIntervention
6,Europe/Madrid,breathingExercise,1750138770.285177,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750140301.0555391,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750143524.2902,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750148370.1544461,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750155517.231395,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750160432.256,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750161334.268625,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750167200.638455,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750171107.389907,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750174781.3773189,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750174981.532973,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750184442.964589,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750185314.164464,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750185760.650543,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750188694.827256,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750189632.0922341,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750189791.413084,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750189980.248056,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750190025.0521278,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750190284.500639,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750190303.082302,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750192461.374172,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750193874.7921848,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750194698.74965,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750194772.677768,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750194786.9171848,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750195901.800229,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750196090.109246,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750226048.777885,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750226918.20713,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750226958.204279,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750231366.003092,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750231757.608295,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750232050.098294,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750248695.344537,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750248868.124129,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750252212.350954,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750252704.0458798,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750253509.317933,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750256105.644291,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750262212.623746,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750262244.594199,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750269609.898782,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750274353.937124,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750275489.829884,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750276472.89064,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750276820.196785,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750276842.316206,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750278471.770325,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750280070.516722,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750323526.099334,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750334601.6444721,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750334678.579524,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750342482.399044,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750342724.298274,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750342824.498889,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750343204.8402882,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750344120.610111,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750348616.323256,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750349107.039322,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750349663.472048,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750351384.710731,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750351468.002857,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750354708.5284162,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750354807.772692,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750355235.14646,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750359714.415485,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750359826.407765,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750361694.0990272,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750361838.653261,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750361853.779999,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750365273.437454,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750366211.461049,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750367181.003716,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750367282.119446,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750367529.683375,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750370610.352934,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750398891.777697,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750399420.484972,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750399545.417646,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750401249.59594,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750402049.082237,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750402448.1010141,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750405144.2725348,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750423882.123431,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750424954.5548701,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750425025.056274,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750425666.521502,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750426200.741023,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750426270.74036,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750427103.314873,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750427290.0673351,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750428203.917842,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750428546.152314,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750428871.255444,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750429788.424715,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750431972.796031,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750432654.7780662,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750434066.516533,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750434125.9672399,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750436563.517908,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750436748.852308,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750445720.636784,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750448792.6772032,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750449778.215242,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750450399.7845058,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750455049.605586,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750483100.977916,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750491978.462425,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750514845.334569,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750522553.646775,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750523745.5864658,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750528110.050519,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750529668.0725698,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750530223.5833669,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750530246.702698,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750530356.815361,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750530394.5666718,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750530740.366444,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750532467.829673,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750533829.2850928,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750535088.919757,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750570041.242591,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750570381.020771,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750570704.0688329,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750570893.253333,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750574014.944079,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750574410.623997,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750578662.9335442,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750578873.0182061,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750582242.6122851,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750582877.2775211,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750583988.947134,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750604371.415308,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750611474.700839,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750619956.567698,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750620830.6600251,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750620885.044636,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750620906.882399,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750621340.1440039,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750621678.8991718,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750621989.677318,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750623941.010654,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750668238.403661,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750675772.4370298,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750676324.670474,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750676352.867634,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750676394.357322,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750676451.6588778,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750676498.243712,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750676600.5887551,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750676699.64026,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750677087.205662,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750677103.18414,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750677260.38694,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750677652.973753,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750677767.1080232,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750677843.396699,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750678360.9398599,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750678755.2179952,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750679039.229512,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750679073.588067,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750681015.7415562,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750688160.715513,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750706393.117188,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750706440.786828,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750706966.4280171,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750707131.1656451,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750708170.718992,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750710160.6519141,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750710477.630392,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750710985.4783611,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750711649.753168,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750744853.8036652,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750746307.193414,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750747680.3572788,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750762639.437876,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750762902.348834,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750762935.270071,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750764166.299423,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750764802.4949079,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750766068.774006,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750766403.724647,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750769989.52085,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750771763.373836,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750771767.050956,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750773175.6160421,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750773331.399804,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750773885.686874,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750774166.543078,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750774302.1646361,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750774482.242651,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750774571.478084,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750774660.365015,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750775187.663583,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750775662.5349889,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750775679.9583569,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750776971.7672281,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750777359.203609,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750783295.319013,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750786968.6636372,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750787827.631681,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750787937.635971,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750789641.31842,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750795278.235692,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750798102.313151,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750798584.0778952,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750799397.921917,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750801309.819298,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750802900.452795,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750830509.976959,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750830844.250737,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750831529.6074119,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750831622.394755,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750832775.428958,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750833061.774517,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750836158.6911612,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750850259.037036,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750851773.5506139,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750851886.99668,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750858205.087553,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750859465.248338,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750859577.003656,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750861370.963317,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750862591.872827,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750868991.823039,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750879511.144907,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750879565.005238,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750879876.741269,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750881253.209722,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750884111.74559,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750884621.236199,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750884724.319813,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750885357.686664,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750886716.6240392,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750916431.249831,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750916452.658692,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750917272.843823,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750918209.362993,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750921550.722542,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750923808.048291,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750924252.887113,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750934056.883194,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750934062.006806,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750934158.578826,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750939390.906588,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750939820.204095,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750940611.4411402,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750944139.5684118,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750947813.167554,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750948192.8286471,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750948196.267113,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750949150.646584,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750950172.04186,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750951938.044877,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750954030.162852,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750957237.8021011,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750960684.235732,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750964622.0836148,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750964845.00135,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750964953.751992,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1750965005.296098,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750965693.195802,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750965731.417913,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750965801.7073622,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750966000.466172,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1750968617.667568,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751015333.03387,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751018084.7777472,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751018108.041792,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751020546.470683,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751028346.461382,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751029254.240236,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751030727.860423,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751033370.898221,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751033396.313092,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751033426.728359,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751048953.451017,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751049019.5877872,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751049160.091578,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751049207.156318,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751050263.676869,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751051014.511907,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751051196.412149,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751056886.545681,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751057636.319806,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751057653.516259,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751059979.783427,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751097383.402415,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751101726.7754822,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751116122.415102,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751117502.90393,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751117632.234436,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751118677.8199248,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751119055.644184,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751121602.95557,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751121827.762793,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751139727.5329819,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751141772.713486,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751143441.1035562,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751189316.785905,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751189720.8780189,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751190116.939846,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751190169.693746,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751190843.3835711,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751191324.795671,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751213747.167941,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751219477.826905,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751219630.332267,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751222012.191513,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751223219.6206942,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751223534.846263,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751223579.9272308,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751224135.670896,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751224253.752029,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751225039.223575,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751225358.7787771,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751225592.98225,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751226029.347488,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751226059.772645,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751227041.157323,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751227131.200593,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751227627.800496,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751227863.407963,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751230202.529231,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751231160.0461268,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751265640.550066,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751269397.5983958,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751278977.776103,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751279569.824822,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751287205.8649201,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751287818.3514938,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751287923.711495,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751293311.788601,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751293876.058844,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751293905.241133,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751295145.7762752,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751295511.976471,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751301083.3684878,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751304399.21593,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751304624.046998,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751309212.259715,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751310209.343976,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751311483.602911,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751313235.708235,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751313321.112187,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751314948.243987,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751347899.0836391,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751350485.545984,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751358227.968374,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751359385.965142,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751362424.0876231,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751362533.83216,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751362912.638984,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751363846.279963,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751377656.158976,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751378062.097728,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751384520.399286,dismissedAppOpening,instagram,False
6,Europe/Madrid,breathingExercise,1751387418.231314,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751387587.854794,openedApp,instagram,False
6,Europe/Madrid,breathingExercise,1751388723.529683,openedApp,instagram,False
