isReIntervention,app,interventionType,timestamp,resolution,interventionDuration,timezone,purpose
False,tikTok,breathingExercise,1751040458.666774,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751041564.988533,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751041583.191267,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751044520.388472,openedApp,6.0,America/Sao_Paulo,Distração
False,instagram,breathingExercise,1751049854.973619,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751051160.4296541,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751051169.182539,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751051722.195068,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,tikTok,breathingExercise,1751052432.0473309,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751052451.026609,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751052792.168937,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751053220.61615,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751065513.095358,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751065715.030737,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751069643.805987,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751069662.982646,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751072998.262353,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751078778.833695,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751109153.530325,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751109277.767253,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751109362.580132,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751120926.189312,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751124139.5096579,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751124669.738192,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751124977.8842158,openedApp,6.0,America/Sao_Paulo,Relaxar
False,tikTok,breathingExercise,1751129567.1969619,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751129587.04596,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751130530.246649,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751130830.128121,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,instagram,breathingExercise,1751134448.195472,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751136542.7927241,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751136684.958366,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751137177.0322418,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751137519.605098,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751137597.196515,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751137640.495844,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751138254.8353949,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,tikTok,breathingExercise,1751138881.605521,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751139230.99304,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751140197.112976,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751140523.7651958,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751140534.941328,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751142405.7428489,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751146001.502811,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751148305.916317,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751148311.440295,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751150040.260293,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751150169.008795,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751150185.605396,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751151550.8884459,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751152855.6734362,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751160293.86557,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751160724.321358,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751160821.721813,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751161129.517142,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751161815.388976,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751205964.2617059,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751208878.676352,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751208899.311257,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751209135.711128,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751212982.116819,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751213826.00087,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751217253.647735,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751217426.1495562,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751219482.1163502,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751219574.753344,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751219937.746355,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751220326.654875,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751220351.5133061,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751220394.969415,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751220424.1090732,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751223354.456553,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751227008.941961,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751230445.34903,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751230477.030243,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751230921.7386088,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751231198.822983,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751231300.507329,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751231426.091265,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751232086.860217,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751234845.972368,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751240736.604451,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751240745.675837,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751240777.977402,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751240869.0002398,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751244088.944433,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751245349.033352,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751246609.266057,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751247390.143681,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751288588.017381,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751288912.654212,openedApp,6.0,America/Sao_Paulo,Distração
False,tikTok,breathingExercise,1751290156.9882178,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751293286.263217,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751295070.376384,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751296103.96728,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751296987.909514,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751298782.455625,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751298911.185324,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751298914.975956,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751299437.927002,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751299729.663981,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751306093.546282,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751307490.122233,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751308156.857698,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751310273.05863,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751310310.741751,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751315726.623905,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751317377.3098722,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751318454.3649712,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751320325.92748,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751321518.6391912,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751326668.384285,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751326825.8897982,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751326836.85828,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751326895.624747,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751329137.806522,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751330343.1281881,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,tikTok,breathingExercise,1751330725.985805,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,instagram,breathingExercise,1751369241.698035,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751369522.252393,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751369545.401717,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751369607.031633,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751370295.471988,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751370615.061013,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751371669.937367,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751374390.544153,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751378296.7967482,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751381977.313159,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751382435.518614,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751386893.7248158,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751386986.301752,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751387877.6343188,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751393128.512809,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751393319.091947,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751393644.357796,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751395430.298841,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751395769.6668758,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751396222.054772,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751399853.254523,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751400561.235591,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751405729.617862,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751408589.438324,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751416129.049751,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751416219.922439,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751460751.703326,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751477916.132259,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751497315.582515,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751543350.9120378,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751543654.178815,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751550233.809149,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751550483.012496,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751553255.994271,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751558886.342589,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751558915.162675,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751559112.813245,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751560368.76039,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751560386.826332,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751564120.891854,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751565120.071093,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751566319.869051,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751566604.682538,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751566621.517305,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751567723.269933,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751570072.686211,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751570100.479652,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751570202.081471,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751572798.0830588,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751573330.908396,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751574262.670175,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751588140.06047,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751589014.200211,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751589122.719341,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751589630.354656,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751627229.750046,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751640781.220951,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751640799.144561,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751646884.8567328,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751649391.727313,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751651388.804493,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751651532.7358,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751652648.760662,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751652772.3997831,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751652910.179027,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751652927.732861,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751655599.3859649,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751655670.265664,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751655691.2420049,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751657137.305479,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751657793.481204,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751659818.262492,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751663341.526565,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751664716.378819,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751664852.505735,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751665081.1319861,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751665283.635869,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751721711.0184522,openedApp,6.0,America/Sao_Paulo,Pesquisar informações
False,instagram,breathingExercise,1751722303.042704,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751723192.321619,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751724694.4352221,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751725205.7594252,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751730232.059678,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751733854.503948,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751734568.845227,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751734588.371262,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751740317.517892,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751740393.632128,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751741189.3552918,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751741927.023457,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751744030.209642,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751744173.257642,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751745051.694392,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751745380.9665642,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751754108.980705,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751758450.6758041,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751759593.4441462,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751765300.881744,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751765367.153573,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751767233.851861,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751767548.1935148,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751809978.995531,dismissedAppOpening,6.0,America/Sao_Paulo,
False,tikTok,breathingExercise,1751814757.85776,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751821982.0487518,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751823248.818894,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751825539.387511,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751826344.03338,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751845667.987671,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751851815.5889359,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751852016.1034532,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751852062.826673,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751852303.1897058,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751852393.439612,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751853712.452986,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751854090.0248961,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751854355.3974528,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751854457.620771,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751854505.5312738,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751855200.693304,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751856130.633778,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751856901.995045,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751858330.9995708,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751858391.991856,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751858827.096899,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751859563.667454,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751859580.561862,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751859871.66286,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751860074.322876,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751860276.263307,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751860462.612783,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751860627.7188501,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751860652.980201,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751860743.708259,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751860960.7259479,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751861123.752502,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751861530.5271668,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751894437.7814322,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751894882.347276,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751895247.566582,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751895855.5538921,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751896179.939859,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751896308.2031732,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751896969.3488278,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751897935.062649,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751898662.2521029,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751900265.364417,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751900824.297192,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751900998.772536,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751902057.3003058,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751903832.703742,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751904116.368083,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751904221.665498,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751904589.124064,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751905256.0586839,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751905399.825111,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751905486.5647511,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751905757.944113,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751905824.45152,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751905907.030137,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751911127.900001,dismissedAppOpening,6.0,America/Sao_Paulo,
False,instagram,breathingExercise,1751911187.0979152,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,instagram,breathingExercise,1751911784.719759,openedApp,6.0,America/Sao_Paulo,Ficar por dentro
False,tikTok,breathingExercise,1751911846.224467,dismissedAppOpening,6.0,America/Sao_Paulo,
