isReIntervention,app,interventionDuration,interventionType,timestamp,resolution,timezone,purpose
False,instagram,,,1753450952.9846249,closedApp,Europe/Madrid,
False,instagram,,,1753451138.727339,closedApp,Europe/Madrid,
False,instagram,,,1753451291.0378509,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753453945.614067,openedApp,Europe/Madrid,
False,instagram,,,1753454052.050338,closedApp,Europe/Madrid,
False,instagram,,,1753454474.996881,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753454897.592345,openedApp,Europe/Madrid,
False,instagram,,,1753454922.1047559,closedApp,Europe/Madrid,
False,instagram,,,1753455032.12469,closedApp,Europe/Madrid,
False,instagram,,,1753455411.24804,closedApp,Europe/Madrid,
False,instagram,,,1753456125.267157,closedApp,Europe/Madrid,
False,instagram,,,1753456462.227875,closedApp,Europe/Madrid,
False,instagram,,,1753457335.127409,closedApp,Europe/Madrid,
False,instagram,,,1753457495.409008,closedApp,Europe/Madrid,
False,instagram,,,1753457640.428197,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753457653.857243,openedApp,Europe/Madrid,
False,instagram,,,1753457856.395412,closedApp,Europe/Madrid,
False,tikTok,,,1753457759.735816,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753458168.30758,openedApp,Europe/Madrid,
False,tikTok,,,1753458272.6679711,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753458592.083746,openedApp,Europe/Madrid,
False,instagram,,,1753458605.695414,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753458947.698014,openedApp,Europe/Madrid,
False,instagram,,,1753459187.980866,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753459200.470536,openedApp,Europe/Madrid,
False,instagram,,,1753459697.846541,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753460454.265987,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753460856.727119,openedApp,Europe/Madrid,
False,instagram,,,1753461229.5775418,closedApp,Europe/Madrid,
False,tikTok,,,1753460591.165752,closedApp,Europe/Madrid,
False,tikTok,,,1753460843.56249,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753461231.037963,dismissedAppOpening,Europe/Madrid,
False,instagram,,,1753461815.04879,closedApp,Europe/Madrid,
False,instagram,,,1753461891.938673,closedApp,Europe/Madrid,
False,instagram,,,1753462060.961039,closedApp,Europe/Madrid,
False,instagram,,,1753462398.84952,closedApp,Europe/Madrid,
False,instagram,,,1753462588.618279,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753462602.236922,openedApp,Europe/Madrid,
False,instagram,,,1753462734.866596,closedApp,Europe/Madrid,
False,tikTok,,,1753462714.891024,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753463166.39201,openedApp,Europe/Madrid,
False,instagram,,,1753463288.954941,closedApp,Europe/Madrid,
False,instagram,,,1753463479.745144,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753463492.198018,openedApp,Europe/Madrid,
False,tikTok,,,1753463528.973013,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753465472.702046,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753465518.450292,openedApp,Europe/Madrid,
False,tikTok,,,1753465535.456229,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753465548.831816,openedApp,Europe/Madrid,
False,instagram,,,1753466236.807891,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753466249.0121279,openedApp,Europe/Madrid,
False,tikTok,,,1753466528.6131768,closedApp,Europe/Madrid,
False,tikTok,,,1753466721.293211,closedApp,Europe/Madrid,
False,tikTok,,,1753466847.792117,closedApp,Europe/Madrid,
False,tikTok,,,1753466946.047628,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753466948.704375,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753466956.3870292,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753467277.515568,openedApp,Europe/Madrid,
False,instagram,,,1753467405.8576841,closedApp,Europe/Madrid,
False,instagram,,,1753468075.414635,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753469773.079138,openedApp,Europe/Madrid,
False,instagram,,,1753469790.5585861,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753471093.544458,openedApp,Europe/Madrid,
False,instagram,,,1753471209.323018,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753471469.973532,openedApp,Europe/Madrid,
False,instagram,,,1753471491.215491,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753475304.865308,openedApp,Europe/Madrid,
False,instagram,,,1753475330.719324,closedApp,Europe/Madrid,
False,instagram,,,1753475425.899849,closedApp,Europe/Madrid,
False,instagram,,,1753476977.6354408,closedApp,Europe/Madrid,
False,instagram,,,1753477163.6707559,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753477177.2962809,openedApp,Europe/Madrid,
False,tikTok,,,1753477768.360512,closedApp,Europe/Madrid,
False,tikTok,,,1753478338.625395,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753479140.329292,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753479236.904976,openedApp,Europe/Madrid,
False,instagram,,,1753479317.57481,closedApp,Europe/Madrid,
False,instagram,,,1753480755.271762,closedApp,Europe/Madrid,
False,instagram,,,1753481422.4270492,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753482623.273018,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753482762.992206,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753489961.015429,openedApp,Europe/Madrid,
False,tikTok,,,1753490076.4076161,closedApp,Europe/Madrid,
False,tikTok,,,1753490275.286866,closedApp,Europe/Madrid,
False,tikTok,,,1753490954.951618,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753490975.520918,openedApp,Europe/Madrid,
False,instagram,,,1753491486.4532661,closedApp,Europe/Madrid,
False,instagram,,,1753520848.403391,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753526827.619674,openedApp,Europe/Madrid,
False,tikTok,,,1753527527.307652,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753536766.531578,openedApp,Europe/Madrid,
False,instagram,,,1753536918.124579,closedApp,Europe/Madrid,
False,instagram,,,1753537607.549137,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753538046.4624481,openedApp,Europe/Madrid,
False,instagram,,,1753538103.7740479,closedApp,Europe/Madrid,
False,instagram,,,1753538191.585952,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753541001.660976,openedApp,Europe/Madrid,
False,instagram,,,1753541043.612842,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753541058.5286021,openedApp,Europe/Madrid,
False,tikTok,,,1753541092.2897348,closedApp,Europe/Madrid,
False,tikTok,,,1753541284.712,closedApp,Europe/Madrid,
False,tikTok,,,1753541974.819178,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753542008.830879,openedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753546444.888434,openedApp,Europe/Madrid,
False,instagram,,,1753546545.746307,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753555401.669012,openedApp,Europe/Madrid,
False,instagram,,,1753555467.9759321,closedApp,Europe/Madrid,
False,instagram,,,1753557308.33912,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753561325.600895,openedApp,Europe/Madrid,
False,tikTok,,,1753561345.754527,closedApp,Europe/Madrid,
False,tikTok,,,1753561592.056216,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753561611.053722,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753561806.866533,openedApp,Europe/Madrid,
False,instagram,,,1753562080.778501,closedApp,Europe/Madrid,
False,instagram,,,1753562163.454331,closedApp,Europe/Madrid,
False,instagram,,,1753562225.342626,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753566110.8609471,openedApp,Europe/Madrid,
False,instagram,,,1753566445.333538,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753566481.369386,dismissedAppOpening,Europe/Madrid,
False,instagram,,,1753566662.8125281,closedApp,Europe/Madrid,
False,instagram,,,1753566793.5692239,closedApp,Europe/Madrid,
False,instagram,,,1753567243.669224,closedApp,Europe/Madrid,
False,instagram,,,1753567318.878037,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753567615.2637691,openedApp,Europe/Madrid,
False,instagram,,,1753567954.9735432,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753569234.90304,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753574454.543181,openedApp,Europe/Madrid,
False,instagram,,,1753574555.42561,closedApp,Europe/Madrid,
False,instagram,,,1753575020.738624,closedApp,Europe/Madrid,
False,instagram,,,1753577788.088233,closedApp,Europe/Madrid,
False,instagram,,,1753579813.3934798,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753616967.2800899,openedApp,Europe/Madrid,
False,instagram,,,1753617002.54955,closedApp,Europe/Madrid,
False,instagram,,,1753617122.030518,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753617135.541251,openedApp,Europe/Madrid,
False,instagram,,,1753617361.644243,closedApp,Europe/Madrid,
False,instagram,,,1753617442.417669,closedApp,Europe/Madrid,
False,tikTok,,,1753617227.6195378,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753618938.1443028,openedApp,Europe/Madrid,
False,instagram,,,1753619012.957206,closedApp,Europe/Madrid,
False,instagram,,,1753619038.047813,closedApp,Europe/Madrid,
False,instagram,,,1753619238.765461,closedApp,Europe/Madrid,
False,instagram,,,1753619282.8214412,closedApp,Europe/Madrid,
False,instagram,,,1753619559.417767,closedApp,Europe/Madrid,
False,instagram,,,1753620977.524743,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753621719.8329,openedApp,Europe/Madrid,
False,tikTok,,,1753621773.0302339,closedApp,Europe/Madrid,
False,tikTok,,,1753622759.807897,closedApp,Europe/Madrid,
False,tikTok,,,1753623028.418172,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753623466.183298,openedApp,Europe/Madrid,
False,tikTok,,,1753623708.01293,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753624290.425211,openedApp,Europe/Madrid,
False,instagram,,,1753624434.383735,closedApp,Europe/Madrid,
False,instagram,,,1753625087.2431521,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753625109.212368,openedApp,Europe/Madrid,
False,tikTok,,,1753625129.351404,closedApp,Europe/Madrid,
False,tikTok,,,1753625191.0062141,closedApp,Europe/Madrid,
False,tikTok,,,1753625380.864572,closedApp,Europe/Madrid,
False,tikTok,,,1753625966.791912,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753626609.389082,openedApp,Europe/Madrid,
False,instagram,,,1753626625.669129,closedApp,Europe/Madrid,
False,instagram,,,1753626658.6186419,closedApp,Europe/Madrid,
False,instagram,,,1753626722.472055,closedApp,Europe/Madrid,
False,instagram,,,1753627864.277153,closedApp,Europe/Madrid,
False,instagram,,,1753628047.634244,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753630308.6080542,openedApp,Europe/Madrid,
False,instagram,,,1753630340.419753,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753630567.392062,openedApp,Europe/Madrid,
False,tikTok,,,1753630888.15452,closedApp,Europe/Madrid,
False,tikTok,,,1753633574.672147,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753633847.481728,openedApp,Europe/Madrid,
False,instagram,,,1753633865.872611,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753634177.821224,openedApp,Europe/Madrid,
False,instagram,,,1753634480.445809,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753634923.625107,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753635079.3736181,dismissedAppOpening,Europe/Madrid,
False,instagram,,,1753637220.752369,closedApp,Europe/Madrid,
False,instagram,,,1753637566.278599,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753641497.728905,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753644512.6216621,openedApp,Europe/Madrid,
False,instagram,,,1753644556.031703,closedApp,Europe/Madrid,
False,instagram,,,1753644612.4601688,closedApp,Europe/Madrid,
False,instagram,,,1753645703.2313042,closedApp,Europe/Madrid,
False,instagram,,,1753646188.983385,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753649062.174603,openedApp,Europe/Madrid,
False,tikTok,,,1753649102.691883,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753651265.455369,openedApp,Europe/Madrid,
False,instagram,,,1753651418.231814,closedApp,Europe/Madrid,
False,instagram,,,1753651819.2862139,closedApp,Europe/Madrid,
False,instagram,,,1753651959.600988,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753655554.539116,openedApp,Europe/Madrid,
False,instagram,,,1753655708.928827,closedApp,Europe/Madrid,
False,instagram,,,1753655853.88351,closedApp,Europe/Madrid,
False,instagram,,,1753656190.8684602,closedApp,Europe/Madrid,
False,instagram,,,1753656331.9604511,closedApp,Europe/Madrid,
False,instagram,,,1753656426.345474,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753657936.616212,dismissedAppOpening,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753657966.541666,openedApp,Europe/Madrid,
False,instagram,,,1753660909.900583,closedApp,Europe/Madrid,
False,instagram,,,1753661766.430268,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753688999.171695,openedApp,Europe/Madrid,
False,instagram,,,1753689201.148071,closedApp,Europe/Madrid,
False,instagram,,,1753689258.7129002,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753689907.947412,openedApp,Europe/Madrid,
False,tikTok,,,1753690349.4692512,closedApp,Europe/Madrid,
False,tikTok,,,1753690785.464522,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753702002.344753,openedApp,Europe/Madrid,
False,instagram,,,1753702280.637389,closedApp,Europe/Madrid,
False,instagram,,,1753702942.3259459,closedApp,Europe/Madrid,
False,instagram,,,1753703137.3864288,closedApp,Europe/Madrid,
False,instagram,,,1753706250.4001021,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753706534.932148,openedApp,Europe/Madrid,
False,instagram,,,1753706610.640055,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753709116.154578,openedApp,Europe/Madrid,
False,instagram,,,1753709217.387868,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753710011.238116,openedApp,Europe/Madrid,
False,instagram,,,1753710218.9146729,closedApp,Europe/Madrid,
False,instagram,,,1753711002.86378,closedApp,Europe/Madrid,
False,instagram,,,1753711091.637402,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753711761.942665,openedApp,Europe/Madrid,
False,instagram,,,1753711990.681903,closedApp,Europe/Madrid,
False,instagram,,,1753713105.508079,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753714771.2948499,openedApp,Europe/Madrid,
False,instagram,,,1753714791.668658,closedApp,Europe/Madrid,
False,instagram,,,1753714852.509304,closedApp,Europe/Madrid,
False,instagram,,,1753715410.147764,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753716741.977332,openedApp,Europe/Madrid,
False,instagram,,,1753716930.809973,closedApp,Europe/Madrid,
False,instagram,,,1753718320.7436419,closedApp,Europe/Madrid,
False,instagram,,,1753718343.383019,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753720332.0300279,openedApp,Europe/Madrid,
False,tikTok,,,1753720517.3419929,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753722063.914674,openedApp,Europe/Madrid,
False,tikTok,,,1753722118.612144,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753722575.858934,openedApp,Europe/Madrid,
False,instagram,,,1753722621.409457,closedApp,Europe/Madrid,
False,instagram,,,1753722763.3302588,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753723011.339168,openedApp,Europe/Madrid,
False,instagram,,,1753723128.720238,closedApp,Europe/Madrid,
False,instagram,,,1753723925.132323,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753727029.147091,openedApp,Europe/Madrid,
False,instagram,,,1753727061.0545812,closedApp,Europe/Madrid,
False,instagram,,,1753727194.7418242,closedApp,Europe/Madrid,
False,instagram,,,1753727467.542849,closedApp,Europe/Madrid,
False,instagram,,,1753727861.7628121,closedApp,Europe/Madrid,
False,instagram,,,1753727892.975432,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753729329.554112,openedApp,Europe/Madrid,
False,instagram,,,1753729552.27161,closedApp,Europe/Madrid,
False,instagram,,,1753729831.450437,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753730934.672293,openedApp,Europe/Madrid,
False,tikTok,,,1753731015.957906,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753732662.066547,openedApp,Europe/Madrid,
False,instagram,,,1753733018.7883558,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753733046.470749,openedApp,Europe/Madrid,
False,tikTok,,,1753733079.770461,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753733405.86556,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753733422.7770572,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753733741.13385,openedApp,Europe/Madrid,
False,tikTok,,,1753734658.8184528,closedApp,Europe/Madrid,
False,tikTok,,,1753734915.6519,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753735365.915479,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753737844.810796,openedApp,Europe/Madrid,
False,tikTok,,,1753738215.50331,closedApp,Europe/Madrid,
False,tikTok,,,1753738859.895443,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753739617.585322,dismissedAppOpening,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753741746.327087,openedApp,Europe/Madrid,
False,tikTok,,,1753741856.1691751,closedApp,Europe/Madrid,
False,tikTok,,,1753744818.347217,closedApp,Europe/Madrid,
False,tikTok,,,1753745050.44576,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753768876.666473,openedApp,Europe/Madrid,
False,tikTok,,,1753770247.4182901,closedApp,Europe/Madrid,
False,tikTok,,,1753771525.2118921,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753772964.595778,openedApp,Europe/Madrid,
False,tikTok,,,1753772985.525466,closedApp,Europe/Madrid,
False,tikTok,,,1753773761.748374,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753777801.9540648,openedApp,Europe/Madrid,
False,instagram,,,1753777881.0459452,closedApp,Europe/Madrid,
False,instagram,,,1753778594.695513,closedApp,Europe/Madrid,
False,instagram,,,1753778972.442575,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753779044.805731,openedApp,Europe/Madrid,
False,tikTok,,,1753779073.3833609,closedApp,Europe/Madrid,
False,tikTok,,,1753779208.0133371,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753779482.8820338,openedApp,Europe/Madrid,
False,tikTok,,,1753779514.552943,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753794685.8344932,openedApp,Europe/Madrid,
False,instagram,,,1753794700.267833,closedApp,Europe/Madrid,
False,instagram,,,1753794763.716574,closedApp,Europe/Madrid,
False,instagram,,,1753794774.1024408,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753798396.254839,openedApp,Europe/Madrid,
False,tikTok,,,1753798910.460442,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753798959.495954,openedApp,Europe/Madrid,
False,instagram,,,1753798990.329475,closedApp,Europe/Madrid,
False,instagram,,,1753799025.1703591,closedApp,Europe/Madrid,
False,instagram,,,1753799069.223417,closedApp,Europe/Madrid,
False,instagram,,,1753799224.700794,closedApp,Europe/Madrid,
False,instagram,,,1753801572.4269319,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753810880.687798,openedApp,Europe/Madrid,
False,tikTok,,,1753810916.2349691,closedApp,Europe/Madrid,
False,tikTok,6.0,breathingExercise,1753820950.912315,openedApp,Europe/Madrid,
False,tikTok,,,1753821172.201518,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753821589.328835,openedApp,Europe/Madrid,
False,instagram,,,1753821701.7380118,closedApp,Europe/Madrid,
False,instagram,,,1753821730.455363,closedApp,Europe/Madrid,
False,instagram,,,1753821827.810699,closedApp,Europe/Madrid,
False,instagram,,,1753822218.513252,closedApp,Europe/Madrid,
False,instagram,6.0,breathingExercise,1753822616.555845,openedApp,Europe/Madrid,
False,instagram,,,1753822643.72187,closedApp,Europe/Madrid,
False,instagram,,,1753822699.959245,closedApp,Europe/Madrid,
