timestamp,isReIntervention,interventionType,app,resolution,timezone,interventionDuration,purpose
1749897239.045501,False,,tikTok,closedApp,Europe/Berlin,,
1749897635.883103,False,,tikTok,closedApp,Europe/Berlin,,
1749898448.82663,False,,tikTok,closedApp,Europe/Berlin,,
1749898654.6273699,False,,tikTok,closedApp,Europe/Berlin,,
1749899426.432436,False,,tikTok,closedApp,Europe/Berlin,,
1749899616.533335,False,,tikTok,closedApp,Europe/Berlin,,
1749899955.4923549,False,,tikTok,closedApp,Europe/Berlin,,
1749900195.8191571,False,,tikTok,closedApp,Europe/Berlin,,
1749900484.113411,False,,tikTok,closedApp,Europe/Berlin,,
1749900540.876529,False,,tikTok,closedApp,Europe/Berlin,,
1749900795.5002398,False,,tikTok,closedApp,Europe/Berlin,,
1749901065.5563002,False,,tikTok,closedApp,Europe/Berlin,,
1749901263.2714581,False,,tikTok,closedApp,Europe/Berlin,,
1749901668.252425,False,,tikTok,closedApp,Europe/Berlin,,
1749902523.4039578,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749902603.310631,False,,tikTok,closedApp,Europe/Berlin,,
1749902928.337332,False,,tikTok,closedApp,Europe/Berlin,,
1749903136.7257419,False,,tikTok,closedApp,Europe/Berlin,,
1749903605.5685449,False,,tikTok,closedApp,Europe/Berlin,,
1749903752.714395,False,,tikTok,closedApp,Europe/Berlin,,
1749903767.547526,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Toilet
1749903792.288955,False,,tumblr,closedApp,Europe/Berlin,,
1749903974.6652942,False,,tikTok,closedApp,Europe/Berlin,,
1749904177.808041,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749904645.200577,False,,tikTok,closedApp,Europe/Berlin,,
1749905245.00031,False,,tikTok,closedApp,Europe/Berlin,,
1749905722.050736,False,,tikTok,closedApp,Europe/Berlin,,
1749906487.430653,False,,tikTok,closedApp,Europe/Berlin,,
1749906859.704627,False,,tikTok,closedApp,Europe/Berlin,,
1749906876.772486,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Entertainment
1749907286.790825,False,,twitter,closedApp,Europe/Berlin,,
1749907293.175617,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1749907728.0644011,False,,tikTok,closedApp,Europe/Berlin,,
1749907817.0995111,False,,tikTok,closedApp,Europe/Berlin,,
1749907940.940549,False,,tikTok,closedApp,Europe/Berlin,,
1749907318.32625,False,,twitter,closedApp,Europe/Berlin,,
1749907956.453155,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Relax
1749908538.8592029,False,,tikTok,closedApp,Europe/Berlin,,
1749909209.920847,False,,tikTok,closedApp,Europe/Berlin,,
1749909907.084362,False,,tikTok,closedApp,Europe/Berlin,,
1749910147.343173,False,,tikTok,closedApp,Europe/Berlin,,
1749910230.774971,False,,tikTok,closedApp,Europe/Berlin,,
1749908032.245935,False,,twitter,closedApp,Europe/Berlin,,
1749912159.827147,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749912594.877235,False,,tikTok,closedApp,Europe/Berlin,,
1749912983.595916,False,,tikTok,closedApp,Europe/Berlin,,
1749913846.553962,False,,tikTok,closedApp,Europe/Berlin,,
1749913991.3193269,False,,tikTok,closedApp,Europe/Berlin,,
1749914027.5342379,False,,tikTok,closedApp,Europe/Berlin,,
1749914067.904903,False,,tikTok,closedApp,Europe/Berlin,,
1749914101.6260772,False,,tikTok,closedApp,Europe/Berlin,,
1749914288.124439,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1749914378.103837,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749914397.988271,False,,tikTok,closedApp,Europe/Berlin,,
1749914535.637021,False,,tikTok,closedApp,Europe/Berlin,,
1749914662.117673,False,,tikTok,closedApp,Europe/Berlin,,
1749914750.365048,False,,tikTok,closedApp,Europe/Berlin,,
1749914970.041137,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1749915131.292836,False,,tikTok,closedApp,Europe/Berlin,,
1749915356.6274161,False,,tikTok,closedApp,Europe/Berlin,,
1749915525.2291489,False,,tikTok,closedApp,Europe/Berlin,,
1749915711.5305939,False,,tikTok,closedApp,Europe/Berlin,,
1749915930.115772,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749915974.960555,False,,tikTok,closedApp,Europe/Berlin,,
1749916099.361788,False,,tikTok,closedApp,Europe/Berlin,,
1749916300.887926,False,,tikTok,closedApp,Europe/Berlin,,
1749916351.350717,False,,tikTok,closedApp,Europe/Berlin,,
1749916569.591445,False,,tikTok,closedApp,Europe/Berlin,,
1749916720.7567239,False,,tikTok,closedApp,Europe/Berlin,,
1749916853.957207,False,,tikTok,closedApp,Europe/Berlin,,
1749916905.314293,False,,tikTok,closedApp,Europe/Berlin,,
1749917020.1093612,False,,tikTok,closedApp,Europe/Berlin,,
1749917120.1067472,False,,tikTok,closedApp,Europe/Berlin,,
1749917178.283536,False,,tikTok,closedApp,Europe/Berlin,,
1749917236.846418,False,,tikTok,closedApp,Europe/Berlin,,
1749917271.593151,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Toilet
1749917510.9706311,False,,twitter,closedApp,Europe/Berlin,,
1749917761.060937,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Toilet
1749917808.708129,False,,twitter,closedApp,Europe/Berlin,,
1749918053.08353,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Toilet
1749918065.981968,False,,twitter,closedApp,Europe/Berlin,,
1749918211.7108722,False,,twitter,closedApp,Europe/Berlin,,
1749918350.895955,False,,twitter,closedApp,Europe/Berlin,,
1749918354.52859,False,,twitter,closedApp,Europe/Berlin,,
1749918356.894963,False,,twitter,closedApp,Europe/Berlin,,
1749918383.835497,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749918418.147991,False,,tikTok,closedApp,Europe/Berlin,,
1749918569.099334,False,,tikTok,closedApp,Europe/Berlin,,
1749918629.5682678,False,,tikTok,closedApp,Europe/Berlin,,
1749918896.3595052,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Bored
1749918943.863169,False,,tikTok,closedApp,Europe/Berlin,,
1749919390.379931,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749919440.238056,False,,tikTok,closedApp,Europe/Berlin,,
1749919609.1502619,False,,tikTok,closedApp,Europe/Berlin,,
1749919674.414088,False,,tikTok,closedApp,Europe/Berlin,,
1749919779.859909,False,,tikTok,closedApp,Europe/Berlin,,
1749919854.073295,False,,tikTok,closedApp,Europe/Berlin,,
1749919932.1898232,False,,tikTok,closedApp,Europe/Berlin,,
1749920027.7602448,False,,tikTok,closedApp,Europe/Berlin,,
1749920111.004719,False,,tikTok,closedApp,Europe/Berlin,,
1749920177.886932,False,,tikTok,closedApp,Europe/Berlin,,
1749920386.35902,False,,tikTok,closedApp,Europe/Berlin,,
1749920429.826723,False,,tikTok,closedApp,Europe/Berlin,,
1749920578.7333322,False,,tikTok,closedApp,Europe/Berlin,,
1749920685.8350902,False,,tikTok,closedApp,Europe/Berlin,,
1749920730.849252,False,,tikTok,closedApp,Europe/Berlin,,
1749920831.572933,False,,tikTok,closedApp,Europe/Berlin,,
1749921037.82585,False,,tikTok,closedApp,Europe/Berlin,,
1749921255.7718248,False,,tikTok,closedApp,Europe/Berlin,,
1749921296.822473,False,,tikTok,closedApp,Europe/Berlin,,
1749921635.1316252,False,,tikTok,closedApp,Europe/Berlin,,
1749921867.635386,False,breathingExercise,twitter,openedApp,Europe/Berlin,3.0,Message
1749921886.8515759,False,,twitter,closedApp,Europe/Berlin,,
1749921900.843077,False,,twitter,closedApp,Europe/Berlin,,
1749921953.7107491,False,,twitter,closedApp,Europe/Berlin,,
1749921990.992594,False,,twitter,closedApp,Europe/Berlin,,
1749922026.872113,False,,twitter,closedApp,Europe/Berlin,,
1749922131.3172421,False,,twitter,closedApp,Europe/Berlin,,
1749922142.534327,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1749922177.1768708,False,,tikTok,closedApp,Europe/Berlin,,
1749922180.00628,False,,twitter,closedApp,Europe/Berlin,,
1749922254.41577,False,,twitter,closedApp,Europe/Berlin,,
1749922379.040357,False,,twitter,closedApp,Europe/Berlin,,
1749922400.011399,False,,twitter,closedApp,Europe/Berlin,,
1749922433.99083,False,,twitter,closedApp,Europe/Berlin,,
1749922697.147258,False,,twitter,closedApp,Europe/Berlin,,
1749922767.831266,False,,twitter,closedApp,Europe/Berlin,,
1749922771.2345018,False,,twitter,closedApp,Europe/Berlin,,
1749922780.555084,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749922805.626879,False,,tikTok,closedApp,Europe/Berlin,,
1749923020.6912808,False,,tikTok,closedApp,Europe/Berlin,,
1749923184.329062,False,,tikTok,closedApp,Europe/Berlin,,
1749923400.768043,False,,tikTok,closedApp,Europe/Berlin,,
1749924110.9694219,False,,tikTok,closedApp,Europe/Berlin,,
1749924179.122642,False,,tikTok,closedApp,Europe/Berlin,,
1749924255.26479,False,,tikTok,closedApp,Europe/Berlin,,
1749924430.897475,False,,tikTok,closedApp,Europe/Berlin,,
1749924498.971714,False,,tikTok,closedApp,Europe/Berlin,,
1749925046.69798,False,,tikTok,closedApp,Europe/Berlin,,
1749925116.7425761,False,,tikTok,closedApp,Europe/Berlin,,
1749925121.511354,False,,tikTok,closedApp,Europe/Berlin,,
1749925235.109233,False,,tikTok,closedApp,Europe/Berlin,,
1749925388.670449,False,,tikTok,closedApp,Europe/Berlin,,
1749925505.035872,False,,tikTok,closedApp,Europe/Berlin,,
1749925735.323112,False,,tikTok,closedApp,Europe/Berlin,,
1749925778.2394981,False,,tikTok,closedApp,Europe/Berlin,,
1749926208.656611,False,,tikTok,closedApp,Europe/Berlin,,
1749926376.793531,False,,tikTok,closedApp,Europe/Berlin,,
1749926505.004552,False,,tikTok,closedApp,Europe/Berlin,,
1749926508.33827,False,,tikTok,closedApp,Europe/Berlin,,
1749926645.2589679,False,,tikTok,closedApp,Europe/Berlin,,
1749926647.923252,False,,tikTok,closedApp,Europe/Berlin,,
1749926681.858073,False,,tikTok,closedApp,Europe/Berlin,,
1749926758.276643,False,,tikTok,closedApp,Europe/Berlin,,
1749926764.726788,False,,tikTok,closedApp,Europe/Berlin,,
1749927064.481103,False,,tikTok,closedApp,Europe/Berlin,,
1749927069.750088,False,,tikTok,closedApp,Europe/Berlin,,
1749927250.047924,False,,tikTok,closedApp,Europe/Berlin,,
1749927254.5442262,False,,tikTok,closedApp,Europe/Berlin,,
1749927359.998333,False,,tikTok,closedApp,Europe/Berlin,,
1749927362.391519,False,,tikTok,closedApp,Europe/Berlin,,
1749927402.924036,False,,tikTok,closedApp,Europe/Berlin,,
1749927405.100497,False,,tikTok,closedApp,Europe/Berlin,,
1749927500.693547,False,,tikTok,closedApp,Europe/Berlin,,
1749927503.266519,False,,tikTok,closedApp,Europe/Berlin,,
1749928223.7143888,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749928291.613384,False,,tikTok,closedApp,Europe/Berlin,,
1749928295.782484,False,,tikTok,closedApp,Europe/Berlin,,
1749928704.160362,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749928718.2295609,False,,tikTok,closedApp,Europe/Berlin,,
1749928720.417791,False,,tikTok,closedApp,Europe/Berlin,,
1749929632.9069982,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Stalk crush
1749929652.5378308,False,,tumblr,closedApp,Europe/Berlin,,
1749929906.267268,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Entertainment
1749929962.2840261,False,,tumblr,closedApp,Europe/Berlin,,
1749929965.877431,False,,tumblr,closedApp,Europe/Berlin,,
1749930106.807188,False,,tumblr,closedApp,Europe/Berlin,,
1749930204.564964,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Toilet
1749930220.434952,False,,tikTok,closedApp,Europe/Berlin,,
1749930223.3422,False,,tikTok,closedApp,Europe/Berlin,,
1749931216.2884588,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749931360.4826698,False,,tikTok,closedApp,Europe/Berlin,,
1749931362.637697,False,,tikTok,closedApp,Europe/Berlin,,
1749931984.4889069,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Bored
1749931998.57218,False,,tikTok,closedApp,Europe/Berlin,,
1749932228.393705,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749932260.796976,False,,tikTok,closedApp,Europe/Berlin,,
1749932263.8000689,False,,tikTok,closedApp,Europe/Berlin,,
1749932901.495559,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Relax
1749932936.4671159,False,,tikTok,closedApp,Europe/Berlin,,
1749932939.7340698,False,,tikTok,closedApp,Europe/Berlin,,
1749933005.207149,False,,tikTok,closedApp,Europe/Berlin,,
1749933007.0925531,False,,tikTok,closedApp,Europe/Berlin,,
1749933176.322805,False,,tikTok,closedApp,Europe/Berlin,,
1749933229.932454,False,,tikTok,closedApp,Europe/Berlin,,
1749933338.510371,False,,tikTok,closedApp,Europe/Berlin,,
1749933407.054038,False,,tikTok,closedApp,Europe/Berlin,,
1749933502.120037,False,,tikTok,closedApp,Europe/Berlin,,
1749933522.781094,False,,tikTok,closedApp,Europe/Berlin,,
1749933667.687248,False,,tikTok,closedApp,Europe/Berlin,,
1749933691.912152,False,,tikTok,closedApp,Europe/Berlin,,
1749933933.435279,False,,tikTok,closedApp,Europe/Berlin,,
1749934017.294963,False,,tikTok,closedApp,Europe/Berlin,,
1749934529.7374768,False,breathingExercise,tikTok,dismissedAppOpening,Europe/Berlin,3.0,
1749934753.164707,False,,tikTok,closedApp,Europe/Berlin,,
1749934760.951957,False,,tikTok,closedApp,Europe/Berlin,,
1749934930.075234,False,,tikTok,closedApp,Europe/Berlin,,
1749934933.328877,False,,tikTok,closedApp,Europe/Berlin,,
1749935090.678257,False,,tikTok,closedApp,Europe/Berlin,,
1749935199.889299,False,,tikTok,closedApp,Europe/Berlin,,
1749935247.917025,False,,tikTok,closedApp,Europe/Berlin,,
1749935383.362705,False,,tikTok,closedApp,Europe/Berlin,,
1749935384.557549,False,,tikTok,closedApp,Europe/Berlin,,
1749935576.83389,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Escape / Avoid
1749936178.475569,False,,tikTok,closedApp,Europe/Berlin,,
1749936237.626725,False,,tikTok,closedApp,Europe/Berlin,,
1749936243.377662,False,,tikTok,closedApp,Europe/Berlin,,
1749936587.885519,False,,tikTok,closedApp,Europe/Berlin,,
1749936647.698525,False,,tikTok,closedApp,Europe/Berlin,,
1749936762.685927,False,,tikTok,closedApp,Europe/Berlin,,
1749936831.462698,False,,tikTok,closedApp,Europe/Berlin,,
1749936913.216358,False,,tikTok,closedApp,Europe/Berlin,,
1749936919.243154,False,,tikTok,closedApp,Europe/Berlin,,
1749937106.72957,False,,tikTok,closedApp,Europe/Berlin,,
1749937109.578296,False,,tikTok,closedApp,Europe/Berlin,,
1749937619.623497,False,,tikTok,closedApp,Europe/Berlin,,
1749937622.5100079,False,,tikTok,closedApp,Europe/Berlin,,
1749937744.498029,False,,tikTok,closedApp,Europe/Berlin,,
1749937831.990099,False,,tikTok,closedApp,Europe/Berlin,,
1749937848.112764,False,,tikTok,closedApp,Europe/Berlin,,
1749937941.930794,False,,tikTok,closedApp,Europe/Berlin,,
1749937964.320008,False,,tikTok,closedApp,Europe/Berlin,,
1749938088.9236789,False,,tikTok,closedApp,Europe/Berlin,,
1749938223.076254,False,,tikTok,closedApp,Europe/Berlin,,
1749938380.020815,False,,tikTok,closedApp,Europe/Berlin,,
1749938396.4083161,False,,tikTok,closedApp,Europe/Berlin,,
1749938641.3042011,False,,tikTok,closedApp,Europe/Berlin,,
1749938700.3650851,False,,tikTok,closedApp,Europe/Berlin,,
1749938914.238782,False,,tikTok,closedApp,Europe/Berlin,,
1749938991.512341,False,,tikTok,closedApp,Europe/Berlin,,
1749939083.540463,False,,tikTok,closedApp,Europe/Berlin,,
1749939116.595284,False,,tikTok,closedApp,Europe/Berlin,,
1749939204.877722,False,,tikTok,closedApp,Europe/Berlin,,
1749939309.842171,False,,tikTok,closedApp,Europe/Berlin,,
1749939478.07663,False,,tikTok,closedApp,Europe/Berlin,,
1749939598.342711,False,,tikTok,closedApp,Europe/Berlin,,
1749940087.988131,False,,tikTok,closedApp,Europe/Berlin,,
1749940088.698138,False,,tikTok,closedApp,Europe/Berlin,,
1749940224.254671,False,,tikTok,closedApp,Europe/Berlin,,
1749940368.286761,False,,tikTok,closedApp,Europe/Berlin,,
1749941529.016955,False,breathingExercise,tikTok,openedApp,Europe/Berlin,3.0,Entertainment
1749946944.973252,False,breathingExercise,tumblr,dismissedAppOpening,Europe/Berlin,3.0,
1749952181.3086329,False,breathingExercise,tumblr,openedApp,Europe/Berlin,3.0,Message
1749941554.821693,False,,tikTok,closedApp,Europe/Berlin,,
1749941569.2525249,False,,tikTok,closedApp,Europe/Berlin,,
1749941987.749864,False,,tikTok,closedApp,Europe/Berlin,,
1749941997.322053,False,,tikTok,closedApp,Europe/Berlin,,
1749942055.320166,False,,tikTok,closedApp,Europe/Berlin,,
1749942164.77182,False,,tikTok,closedApp,Europe/Berlin,,
1749942166.1945128,False,,tikTok,closedApp,Europe/Berlin,,
1749942310.905855,False,,tikTok,closedApp,Europe/Berlin,,
1749942362.68569,False,,tikTok,closedApp,Europe/Berlin,,
1749942453.357548,False,,tikTok,closedApp,Europe/Berlin,,
1749942503.149397,False,,tikTok,closedApp,Europe/Berlin,,
1749942523.5737062,False,,tikTok,closedApp,Europe/Berlin,,
1749942597.0781112,False,,tikTok,closedApp,Europe/Berlin,,
1749942626.4946861,False,,tikTok,closedApp,Europe/Berlin,,
1749942734.649424,False,,tikTok,closedApp,Europe/Berlin,,
1749942987.364077,False,,tikTok,closedApp,Europe/Berlin,,
1749943027.640667,False,,tikTok,closedApp,Europe/Berlin,,
1749943354.955004,False,,tikTok,closedApp,Europe/Berlin,,
1749943797.819973,False,,tikTok,closedApp,Europe/Berlin,,
1749944409.056427,False,,tikTok,closedApp,Europe/Berlin,,
1749944440.056649,False,,tikTok,closedApp,Europe/Berlin,,
1749944443.903119,False,,tikTok,closedApp,Europe/Berlin,,
1749944605.53549,False,,tikTok,closedApp,Europe/Berlin,,
1749945056.759031,False,,tikTok,closedApp,Europe/Berlin,,
1749945284.619318,False,,tikTok,closedApp,Europe/Berlin,,
1749945362.8514829,False,,tikTok,closedApp,Europe/Berlin,,
1749945624.420381,False,,tikTok,closedApp,Europe/Berlin,,
1749945625.5963721,False,,tikTok,closedApp,Europe/Berlin,,
1749945786.9851751,False,,tikTok,closedApp,Europe/Berlin,,
1749945789.753695,False,,tikTok,closedApp,Europe/Berlin,,
1749945896.6953878,False,,tikTok,closedApp,Europe/Berlin,,
1749945946.065319,False,,tikTok,closedApp,Europe/Berlin,,
1749945990.459683,False,,tikTok,closedApp,Europe/Berlin,,
1749946024.714889,False,,tikTok,closedApp,Europe/Berlin,,
1749946082.1325421,False,,tikTok,closedApp,Europe/Berlin,,
1749946151.9702492,False,,tikTok,closedApp,Europe/Berlin,,
1749946207.08988,False,,tikTok,closedApp,Europe/Berlin,,
1749946406.400821,False,,tikTok,closedApp,Europe/Berlin,,
1749946588.394068,False,,tikTok,closedApp,Europe/Berlin,,
1749946809.31899,False,,tikTok,closedApp,Europe/Berlin,,
1749946933.656244,False,,tikTok,closedApp,Europe/Berlin,,
1749946981.061455,False,,tikTok,closedApp,Europe/Berlin,,
1749947319.292721,False,,tikTok,closedApp,Europe/Berlin,,
1749947468.470959,False,,tikTok,closedApp,Europe/Berlin,,
1749947627.532424,False,,tikTok,closedApp,Europe/Berlin,,
1749948072.767861,False,,tikTok,closedApp,Europe/Berlin,,
1749948172.693373,False,,tikTok,closedApp,Europe/Berlin,,
1749948393.277999,False,,tikTok,closedApp,Europe/Berlin,,
1749948648.4731998,False,,tikTok,closedApp,Europe/Berlin,,
1749948752.121848,False,,tikTok,closedApp,Europe/Berlin,,
1749948808.600717,False,,tikTok,closedApp,Europe/Berlin,,
1749949097.916012,False,,tikTok,closedApp,Europe/Berlin,,
1749949167.1742291,False,,tikTok,closedApp,Europe/Berlin,,
1749949392.164465,False,,tikTok,closedApp,Europe/Berlin,,
1749949490.654494,False,,tikTok,closedApp,Europe/Berlin,,
1749949658.5313048,False,,tikTok,closedApp,Europe/Berlin,,
1749949662.43889,False,,tikTok,closedApp,Europe/Berlin,,
1749949756.6575608,False,,tikTok,closedApp,Europe/Berlin,,
1749949760.259375,False,,tikTok,closedApp,Europe/Berlin,,
1749949945.570331,False,,tikTok,closedApp,Europe/Berlin,,
1749949949.330658,False,,tikTok,closedApp,Europe/Berlin,,
1749950078.57474,False,,tikTok,closedApp,Europe/Berlin,,
1749950142.405091,False,,tikTok,closedApp,Europe/Berlin,,
1749950146.96383,False,,tikTok,closedApp,Europe/Berlin,,
1749950226.967392,False,,tikTok,closedApp,Europe/Berlin,,
1749950264.9487,False,,tikTok,closedApp,Europe/Berlin,,
1749950337.82155,False,,tikTok,closedApp,Europe/Berlin,,
1749950441.060821,False,,tikTok,closedApp,Europe/Berlin,,
