resolution,isReIntervention,app,interventionType,interventionDuration,timezone,timestamp
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751742443.813967
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751750505.382402
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751756525.0736141
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751788880.8917751
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751793004.577925
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751793647.742661
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751793842.788552
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751800288.865159
dismissedAppOpening,False,instagram,breathingExercise,1.5,Europe/Madrid,1751805114.307359
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751805237.094564
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751805299.219954
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751805321.384986
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751805475.193115
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751806596.467186
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751813385.063991
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751815313.563616
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751823667.6558251
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751832851.350198
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751879723.981653
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751880344.10879
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751880919.2005138
dismissedAppOpening,False,instagram,breathingExercise,1.5,Europe/Madrid,1751881342.4389029
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751882646.825974
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751917361.339734
dismissedAppOpening,False,instagram,breathingExercise,1.5,Europe/Madrid,1751918832.3164902
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751925272.202692
dismissedAppOpening,False,instagram,breathingExercise,1.5,Europe/Madrid,1751926427.622723
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751926696.102783
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751959551.694433
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751962478.5534601
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751964753.127018
openedApp,False,instagram,breathingExercise,1.5,Europe/Madrid,1751964833.306127
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1751965519.530977
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1751966913.429862
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1751967577.273637
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1751981965.988138
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1751983730.58983
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1751985987.0396218
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1751995541.5000448
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752006221.209471
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752018162.0292192
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752040418.111466
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752040443.2152538
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752042141.9900498
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752045389.6564221
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752045762.682448
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752059351.413177
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752060349.1319308
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752062459.3636398
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752062924.808117
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752063213.4462981
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752063527.7851682
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752064885.3420901
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752071606.2774382
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752072261.8305578
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752076540.514518
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752076809.758899
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752079833.745378
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752079909.8147569
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752079927.290822
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752080343.0857801
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752088291.932555
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752089246.664699
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752089261.731833
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752089470.614109
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752090070.435996
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752090130.723093
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752096057.224838
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752096213.2925282
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752096681.7959452
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752131882.285193
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752135227.0845819
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752138505.1977181
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752139021.912313
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752140182.668723
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752147597.195884
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752152538.4538178
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752159894.782724
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752162273.382931
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752169536.263125
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752169580.257924
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752169891.8754911
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752174787.744236
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752180067.7499561
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752180468.6163979
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752180803.2362309
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752180934.632962
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752189118.566181
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752189996.079993
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752193795.299156
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752223519.354459
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752230083.044471
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752233414.112519
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752240597.622004
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752242557.07436
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752242994.053431
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752253817.893491
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752253848.706085
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752254356.906979
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752268952.476575
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752276484.734185
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752282679.941214
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752284417.0586538
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752312722.207139
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752312976.218576
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752316317.805975
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752319012.685051
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752319086.346784
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752319151.658216
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752326179.206924
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752331645.1677961
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752336764.424864
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752337841.622789
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752342991.5208058
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752357027.1289492
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752357259.008435
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752357274.746663
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752358006.6653671
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752358100.025302
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752360659.461757
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752397648.33455
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752400666.769518
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752402266.6347718
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752405217.950083
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752405497.344058
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752406167.787133
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752406546.638186
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752406706.928876
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752406787.441675
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752406841.507341
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752407952.762704
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752409189.1144161
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752410206.019988
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418023.529407
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418026.5115352
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418128.002389
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418222.498425
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418418.746413
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752418465.537612
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752421244.034087
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752423606.457796
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752424428.926081
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752433498.9047241
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752440956.16647
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752441256.566185
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752441350.6750588
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752445294.01406
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752445435.202033
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752445525.859806
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752445671.969936
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752445674.838665
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752460659.593693
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752461082.207529
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752461659.295919
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752462260.549275
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752462660.257709
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752462864.859795
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752471215.005103
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752473030.5666761
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752473325.638787
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752473584.6187491
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752473821.082731
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752474043.7498689
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752474059.465666
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752474766.9122272
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752476255.011244
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752487650.8746262
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752487836.507273
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752495314.46342
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752496108.744344
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752496488.343924
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752496557.025622
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752501207.9872909
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752506471.197068
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752507243.673252
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752507436.790273
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752509520.247271
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752517991.172145
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752518114.270317
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752518131.250793
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752520021.941245
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752520130.386101
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752520175.214906
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752520357.510262
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752522221.26314
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752525230.486521
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752527086.118707
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752527738.127954
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752533013.3749819
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752535964.518691
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752536009.197892
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752540630.333823
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752540651.151297
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752541342.513721
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752579482.155486
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752580567.556041
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752581224.167057
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752585134.052635
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752585136.356557
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752585164.591992
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752585206.3479152
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752585367.454953
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752586216.2274919
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752588498.061283
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752589946.258177
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752590256.28832
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752593481.579361
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752595264.2266169
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752597039.9543529
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752597296.338966
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752598151.231499
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752598413.895325
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752598519.902976
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752598861.251143
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752600101.352103
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752600619.961343
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752602405.1418672
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752603009.939776
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752604429.958256
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752606183.0679622
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752606661.1910992
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752608007.703439
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752615105.61724
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752620809.929627
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752624555.493485
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752627113.789466
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752664474.3752599
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752664685.209527
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752666294.009563
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752667869.752377
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752683038.1869922
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752683135.795319
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752683218.487134
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752683823.128128
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752683958.16607
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752684269.214404
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752684582.895849
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752686050.035557
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752688450.235608
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752688519.508908
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752688604.2427912
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752690029.967056
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752695569.815098
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752696034.656425
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752696648.319543
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752697156.806841
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752703011.099405
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752706251.966881
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752712133.379631
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752712792.867507
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752750059.075284
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752750718.26353
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752751227.580357
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752751519.74855
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752753868.228526
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752757296.0315418
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752758089.257255
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752758377.5670729
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752758547.5035791
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752762318.182539
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752763354.639114
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752765158.924416
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752781521.632049
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752783943.089396
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752789577.901859
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752790445.840344
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752791964.890116
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752792234.204063
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752794508.038615
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752794983.795251
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752796250.8565311
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752796980.735523
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752798944.18849
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752827488.7779531
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752827933.7412329
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752829403.695325
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752830099.6899018
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752830687.4653711
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752831095.16851
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752831558.5750709
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752831764.540551
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752833145.1571
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752833753.236217
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752835380.4849238
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752835739.881161
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752836177.019603
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752838056.4968
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752838967.028506
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752842313.855891
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752845450.830872
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752845465.271677
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752851405.806436
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752852352.3837628
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752856993.120486
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752858209.523323
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752858416.255948
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752861089.9526238
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752870716.866339
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752870948.030221
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752871056.855795
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752871155.722686
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752873414.070879
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752873609.6618829
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752881148.8378649
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752881190.832444
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752881303.402529
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752882786.5156732
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752882945.371186
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752884099.829088
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752915205.213732
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752915455.084248
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752915704.9015942
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752915766.661443
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752921088.9019089
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752921121.772403
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752921889.084939
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752922859.808636
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752922976.58974
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752928195.686907
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752930466.5026178
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752930763.811544
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752931013.96985
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1752936083.239084
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752936100.4751968
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752943792.9538732
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752944197.868033
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752952146.259475
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752955167.207034
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752964062.260858
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752964399.1731591
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752966184.568243
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752966897.705369
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1752969745.844569
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753004521.731513
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753004761.698907
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753006226.340211
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753013187.914833
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753019885.741029
dismissedAppOpening,False,instagram,breathingExercise,6.0,Europe/Madrid,1753028424.872593
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753039419.696512
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753039749.906497
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753040431.016876
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753043317.193995
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753052852.486645
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753062509.253512
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753063080.568938
openedApp,False,instagram,breathingExercise,6.0,Europe/Madrid,1753063469.0733728
