app,timestamp,timezone,resolution,isReIntervention,interventionDuration,purpose,interventionType
taobao,1751426110.6009989,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751426675.36466,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751426736.8406649,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751431124.8192039,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751431203.397594,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751426422.510243,Asia/Shanghai,openedApp,False,,,
wechat,1751426602.510244,Asia/Shanghai,closedApp,False,,,
wechat,1751426602.510244,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751426422.5821671,Asia/Shanghai,openedApp,False,,,
wechat,1751426602.5821671,Asia/Shanghai,closedApp,False,,,
wechat,1751426602.5821671,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751432620.142102,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751433049.753642,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751443055.570287,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751452710.690916,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751452823.488196,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751454192.961534,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751455029.0644999,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751457283.676301,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751458010.6435761,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751462204.5288792,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751465124.803424,Asia/Shanghai,dismissedAppOpening,False,1.5,,breathingExercise
wechat,1751465730.271436,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751468591.332189,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751469690.6723871,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751472221.2314491,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751472434.036206,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751502750.293486,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751502843.216682,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751505346.706561,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751499365.112803,Asia/Shanghai,openedApp,False,,,
red,1751499665.112803,Asia/Shanghai,closedApp,False,,,
red,1751499665.112803,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751505997.0334768,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751510169.843395,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751522704.575334,Asia/Shanghai,dismissedAppOpening,False,1.5,,breathingExercise
red,1751522715.586296,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751523628.7936459,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751529118.0656881,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751534291.1960979,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751534712.353074,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751539253.786313,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751540734.066296,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751539380.5892959,Asia/Shanghai,openedApp,False,,,
red,1751539680.589297,Asia/Shanghai,closedApp,False,,,
red,1751539680.589297,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751544189.479316,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751547325.401655,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751548456.7056,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751552653.484799,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751552964.274143,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751554991.665654,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751557962.4402199,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751558852.586512,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751585061.642861,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751584644.033342,Asia/Shanghai,openedApp,False,,,
red,1751584944.033342,Asia/Shanghai,closedApp,False,,,
red,1751584944.033342,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751585521.777725,Asia/Shanghai,openedApp,False,,,
wechat,1751585701.777725,Asia/Shanghai,closedApp,False,,,
wechat,1751585701.777725,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751586440.681762,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751587630.627973,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751596484.010494,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751600008.190413,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751600883.49311,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
red,1751606342.286715,Asia/Shanghai,openedApp,False,1.5,搜索信息,breathingExercise
wechat,1751593497.819504,Asia/Shanghai,openedApp,False,,,
wechat,1751593677.819504,Asia/Shanghai,closedApp,False,,,
wechat,1751593677.819504,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751938932.3049679,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1751956754.340719,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1751974875.162648,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1751978294.02885,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
taobao,1751978455.929879,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
taobao,1751978477.389058,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1751974673.7423859,Asia/Shanghai,openedApp,False,,,
wechat,1751974853.7423859,Asia/Shanghai,closedApp,False,,,
wechat,1751974853.7423859,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1751979994.6479511,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1751980592.732733,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1751988161.4111419,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752021557.004877,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1752022672.140867,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752023158.478976,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752028123.003319,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752030306.1426,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752038310.965425,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1752040034.409425,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
red,1752040106.426559,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752041041.665472,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
red,1752043124.001703,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752043706.902454,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752044799.187397,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752047625.173773,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
wechat,1752047731.969963,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752048644.1665,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752051337.3019729,Asia/Shanghai,openedApp,False,,,
wechat,1752051517.301974,Asia/Shanghai,closedApp,False,,,
wechat,1752051517.301974,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1752058173.997133,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752063622.798061,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
red,1752062030.889567,Asia/Shanghai,openedApp,False,,,
red,1752062330.889567,Asia/Shanghai,closedApp,False,,,
red,1752062330.8895679,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1752063644.208411,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752107492.343472,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
wechat,1752107541.6464949,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752107570.420829,Asia/Shanghai,openedApp,False,6.0,搜索信息,breathingExercise
wechat,1752107394.574615,Asia/Shanghai,openedApp,False,,,
wechat,1752107574.574615,Asia/Shanghai,closedApp,False,,,
wechat,1752107574.574615,Asia/Shanghai,dismissedAppOpening,False,,,
wechat,1752114752.26439,Asia/Shanghai,dismissedAppOpening,False,6.0,,breathingExercise
