interventionType,timezone,timestamp,app,resolution,isReIntervention,interventionDuration,purpose
breathingExercise,Europe/Berlin,1752248971.706511,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752249074.12105,instagram,closedApp,False,,
,Europe/Berlin,1752249301.476337,instagram,closedApp,False,,
,Europe/Berlin,1752249450.823182,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752250613.898937,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752327165.9194899,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752327304.054369,instagram,closedApp,False,,
,Europe/Berlin,1752327980.423825,instagram,closedApp,False,,
,Europe/Berlin,1752328008.676229,instagram,closedApp,False,,
,Europe/Berlin,1752328492.296688,instagram,closedApp,False,,
,Europe/Berlin,1752328716.98799,instagram,closedApp,False,,
,Europe/Berlin,1752328798.5481381,instagram,closedApp,False,,
,Europe/Berlin,1752328889.621145,instagram,closedApp,False,,
,Europe/Berlin,1752329118.039844,instagram,closedApp,False,,
,Europe/Berlin,1752329209.405188,instagram,closedApp,False,,
,Europe/Berlin,1752330955.703197,instagram,closedApp,False,,
,Europe/Berlin,1752330959.325345,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752339891.577433,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752341265.9878159,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752341308.213433,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752394089.877756,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752394456.086678,instagram,closedApp,False,,
,Europe/Berlin,1752394644.200533,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752401484.8606339,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752406124.322221,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752410365.0565,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752410444.795243,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752413816.255168,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752414044.072816,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752416759.8821669,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752416782.318862,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752418770.23505,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752418882.175068,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752423427.3084269,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752418961.960906,instagram,closedApp,False,,
,Europe/Berlin,1752419350.156723,instagram,closedApp,False,,
,Europe/Berlin,1752423587.096393,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752424464.84979,instagram,openedApp,False,6.0,Post something
,Europe/Berlin,1752425083.285281,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752425325.80775,instagram,openedApp,False,6.0,Post something
breathingExercise,Europe/Berlin,1752426078.095258,instagram,openedApp,False,6.0,Message
,Europe/Berlin,1752425795.0457401,instagram,closedApp,False,,
,Europe/Berlin,1752426127.496134,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752430683.5271358,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752436590.1924958,instagram,dismissedAppOpening,False,6.0,
,Europe/Berlin,1752430959.111802,instagram,closedApp,False,,
,Europe/Berlin,1752431153.34593,instagram,closedApp,False,,
,Europe/Berlin,1752431290.318125,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752480062.7161121,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752481040.3193479,instagram,closedApp,False,,
,Europe/Berlin,1752481132.722036,instagram,closedApp,False,,
,Europe/Berlin,1752481288.436301,instagram,closedApp,False,,
,Europe/Berlin,1752481378.368569,instagram,closedApp,False,,
,Europe/Berlin,1752481692.9363642,instagram,closedApp,False,,
,Europe/Berlin,1752481744.1599321,instagram,closedApp,False,,
,Europe/Berlin,1752481848.1641479,instagram,closedApp,False,,
,Europe/Berlin,1752481862.0938458,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752500982.873447,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752501077.493443,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752517323.955627,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752517424.2131329,instagram,closedApp,False,,
,Europe/Berlin,1752518563.544277,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752567967.185104,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752579152.942287,instagram,dismissedAppOpening,False,6.0,
,Europe/Berlin,1752568673.395098,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752579224.567607,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752579376.80759,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752580450.649341,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752584574.740417,instagram,dismissedAppOpening,False,6.0,
,Europe/Berlin,1752581037.3225489,instagram,closedApp,False,,
,Europe/Berlin,1752582525.088556,instagram,closedApp,False,,
,Europe/Berlin,1752583411.569371,instagram,closedApp,False,,
,Europe/Berlin,1752583942.575361,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752594307.229967,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752594389.925931,instagram,closedApp,False,,
,Europe/Berlin,1752594976.8820848,instagram,closedApp,False,,
,Europe/Berlin,1752595882.210532,instagram,closedApp,False,,
,Europe/Berlin,1752595993.786943,instagram,closedApp,False,,
,Europe/Berlin,1752597370.2665439,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752654700.705934,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752654856.3933558,instagram,closedApp,False,,
,Europe/Berlin,1752655277.570637,instagram,closedApp,False,,
,Europe/Berlin,1752655437.800858,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752656200.040742,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752656389.81301,instagram,closedApp,False,,
,Europe/Berlin,1752657026.699212,instagram,closedApp,False,,
,Europe/Berlin,1752657695.035902,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752670906.208778,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752671086.2525,instagram,closedApp,False,,
,Europe/Berlin,1752671153.378049,instagram,closedApp,False,,
,Europe/Berlin,1752671412.708074,instagram,closedApp,False,,
,Europe/Berlin,1752673836.16041,instagram,closedApp,False,,
,Europe/Berlin,1752674456.3672209,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752684206.970827,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752684570.8072848,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752748595.197573,instagram,openedApp,False,6.0,Message
,Europe/Berlin,1752748658.912562,instagram,closedApp,False,,
,Europe/Berlin,1752749400.678403,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752749633.87238,instagram,openedApp,False,6.0,Message
,Europe/Berlin,1752749713.506486,instagram,closedApp,False,,
,Europe/Berlin,1752751668.5082421,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752767341.1992931,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752767689.115672,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752771028.616822,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752772014.509645,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752826844.652458,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752827001.914953,instagram,closedApp,False,,
,Europe/Berlin,1752827596.977137,instagram,closedApp,False,,
,Europe/Berlin,1752830494.37483,instagram,closedApp,False,,
,Europe/Berlin,1752830591.232511,instagram,closedApp,False,,
,Europe/Berlin,1752830603.554605,instagram,closedApp,False,,
,Europe/Berlin,1752830800.394289,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752834537.98455,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752912130.28964,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752912252.3514,instagram,closedApp,False,,
,Europe/Berlin,1752912659.011981,instagram,closedApp,False,,
,Europe/Berlin,1752912826.799049,instagram,closedApp,False,,
,Europe/Berlin,1752912970.0782928,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752913331.482232,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752913530.56761,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752914976.356923,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752914995.133589,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752915499.182251,instagram,closedApp,False,,
,Europe/Berlin,1752921183.48271,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752921981.205608,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752922032.621484,instagram,closedApp,False,,
,Europe/Berlin,1752922136.493966,instagram,closedApp,False,,
,Europe/Berlin,1752922158.419378,instagram,closedApp,False,,
,Europe/Berlin,1752922194.989584,instagram,closedApp,False,,
,Europe/Berlin,1752922231.994358,instagram,closedApp,False,,
,Europe/Berlin,1752922312.9251962,instagram,closedApp,False,,
,Europe/Berlin,1752922393.194283,instagram,closedApp,False,,
,Europe/Berlin,1752922810.074479,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752926953.310192,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752927416.7913508,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752941310.1824908,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752943380.637357,instagram,dismissedAppOpening,False,6.0,
,Europe/Berlin,1752941518.536864,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752943402.042595,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1752948352.6221619,instagram,dismissedAppOpening,False,6.0,
,Europe/Berlin,1752943622.4789991,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752948407.497319,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1752948518.823009,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1752952790.346061,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1752957341.773343,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753003368.216981,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753003471.993602,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753015638.592942,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753015656.302487,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753020381.958517,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753020510.365073,instagram,closedApp,False,,
,Europe/Berlin,1753020696.80295,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753026469.387984,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1753085911.8165588,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753085969.253927,instagram,closedApp,False,,
,Europe/Berlin,1753086042.358173,instagram,closedApp,False,,
,Europe/Berlin,1753086176.426188,instagram,closedApp,False,,
,Europe/Berlin,1753086275.2118979,instagram,closedApp,False,,
,Europe/Berlin,1753086433.590911,instagram,closedApp,False,,
,Europe/Berlin,1753086709.988132,instagram,closedApp,False,,
,Europe/Berlin,1753087087.7297812,instagram,closedApp,False,,
,Europe/Berlin,1753088194.4990191,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753089947.693297,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753090188.0512462,instagram,closedApp,False,,
,Europe/Berlin,1753090577.117457,instagram,closedApp,False,,
,Europe/Berlin,1753090650.280816,instagram,closedApp,False,,
,Europe/Berlin,1753090933.8909678,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753096770.527082,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753096908.350834,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753097310.695619,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753097403.021585,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753099677.0765,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753099691.119545,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753099968.5049272,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753100602.166328,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753104666.293624,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753104680.447325,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753104899.641294,instagram,closedApp,False,,
,Europe/Berlin,1753105118.3302422,instagram,closedApp,False,,
,Europe/Berlin,1753105204.6277552,instagram,closedApp,False,,
,Europe/Berlin,1753105982.74574,instagram,closedApp,False,,
,Europe/Berlin,1753106110.901058,instagram,closedApp,False,,
,Europe/Berlin,1753106633.24739,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753125640.085913,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753126159.3330622,instagram,closedApp,False,,
,Europe/Berlin,1753126572.540416,instagram,closedApp,False,,
,Europe/Berlin,1753126748.364671,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753127992.658982,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753128495.6455832,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753131010.644177,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753131116.884515,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753171482.175982,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753171584.9006329,instagram,closedApp,False,,
,Europe/Berlin,1753171929.8287039,instagram,closedApp,False,,
,Europe/Berlin,1753171979.1360931,instagram,closedApp,False,,
,Europe/Berlin,1753172268.8684878,instagram,closedApp,False,,
,Europe/Berlin,1753172638.478445,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753173570.862098,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753173722.86487,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753174906.194213,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753174967.56629,instagram,closedApp,False,,
,Europe/Berlin,1753175588.9592,instagram,closedApp,False,,
,Europe/Berlin,1753175848.739831,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753176864.6441112,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753176924.346393,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753180768.303324,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753180848.4446812,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753182559.309787,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753182634.1511822,instagram,closedApp,False,,
,Europe/Berlin,1753182750.130097,instagram,closedApp,False,,
,Europe/Berlin,1753183066.051708,instagram,closedApp,False,,
,Europe/Berlin,1753183183.977078,instagram,closedApp,False,,
,Europe/Berlin,1753183263.910413,instagram,closedApp,False,,
,Europe/Berlin,1753183373.6825209,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753185136.765788,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753185163.619798,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753187994.686202,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753188145.8911529,instagram,closedApp,False,,
,Europe/Berlin,1753188220.43566,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753194955.2865949,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753195148.1629272,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753196506.099574,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753196596.8237228,instagram,closedApp,False,,
,Europe/Berlin,1753196807.075193,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753198644.206181,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753198697.0205421,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753203774.9506788,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753203908.515202,instagram,closedApp,False,,
,Europe/Berlin,1753204005.246582,instagram,closedApp,False,,
,Europe/Berlin,1753204053.535599,instagram,closedApp,False,,
,Europe/Berlin,1753204638.813117,instagram,closedApp,False,,
,Europe/Berlin,1753205266.855633,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753217905.269047,instagram,openedApp,False,6.0,Search Info
breathingExercise,Europe/Berlin,1753258138.045816,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753217975.358156,instagram,closedApp,False,,
,Europe/Berlin,1753260551.171561,instagram,closedApp,False,,
,Europe/Berlin,1753260633.924572,instagram,closedApp,False,,
,Europe/Berlin,1753260764.546418,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753261055.144778,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753262258.091241,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753336793.1153169,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753337418.208926,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753341888.678093,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753344906.131599,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753344973.725964,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753347511.940212,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753347530.21124,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753347559.040258,instagram,closedApp,False,,
,Europe/Berlin,1753351284.4785209,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753368965.501522,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753369112.278284,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753370031.5519161,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753370391.984448,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753370695.2466102,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753371173.103854,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753371218.1801472,instagram,closedApp,False,,
,Europe/Berlin,1753371389.3129048,instagram,closedApp,False,,
,Europe/Berlin,1753371505.032095,instagram,closedApp,False,,
,Europe/Berlin,1753371615.831852,instagram,closedApp,False,,
,Europe/Berlin,1753371661.636033,instagram,closedApp,False,,
,Europe/Berlin,1753371728.987004,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753372521.2421951,instagram,dismissedAppOpening,False,6.0,
breathingExercise,Europe/Berlin,1753374619.211554,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753374669.081543,instagram,closedApp,False,,
,Europe/Berlin,1753375751.707833,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753386292.210773,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753386311.597659,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753392867.1623769,instagram,openedApp,False,6.0,Search Info
,Europe/Berlin,1753393155.026091,instagram,closedApp,False,,
breathingExercise,Europe/Berlin,1753430510.619759,instagram,openedApp,False,6.0,Search Info
