timestamp,interventionDuration,timezone,app,isReIntervention,interventionType,resolution,timeIntervalUntilReIntervention,purpose
1750582106.490751,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750684065.570228,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750684178.8512979,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750771066.255972,1.5,Europe/Berlin,youtube,False,breathingExercise,dismissedAppOpening,,
1750774063.022033,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750774090.83399,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750774588.850593,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750775157.018842,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750862247.987813,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1750945928.938432,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751101434.577091,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751184414.213882,1.5,Europe/Berlin,youtube,False,breathingExercise,dismissedAppOpening,,
1751184421.5703092,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751285676.698022,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751366727.517808,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751369479.075422,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751453556.6258101,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751454465.467874,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751544376.8309999,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751545406.834457,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751631166.1484509,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751632442.9824529,1.5,Europe/Berlin,youtube,False,breathingExercise,dismissedAppOpening,,
1751634540.985877,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751704707.890441,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751704767.964328,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751705462.336491,1.5,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751791543.463355,3.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,
1751875884.727587,3.0,Europe/Berlin,youtube,False,breathingExercise,dismissedAppOpening,,
1752758396.1127439,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1752758434.781884,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1752758724.855763,3.0,Europe/Berlin,pokemonGo,False,breathingExercise,openedApp,,Langeweile
1752759454.797229,3.0,Europe/Berlin,E1139A0E-1595-405E-B70F-AC56E155AFD1,False,breathingExercise,dismissedAppOpening,,
1752760484.595624,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1752761168.176621,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,60.0,
1752761709.170893,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1752764139.082061,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1752764459.3536491,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1200.0,
1752764860.239568,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1752777003.007399,3.0,Europe/Berlin,E1139A0E-1595-405E-B70F-AC56E155AFD1,False,breathingExercise,dismissedAppOpening,,
1752777259.3461971,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,60.0,
1752844640.308766,,Europe/Berlin,youtube,False,,openedApp,,
1752845240.308766,,Europe/Berlin,youtube,False,,closedApp,,
1752845240.3087668,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1752844681.349595,,Europe/Berlin,youtube,False,,openedApp,,
1752845281.349596,,Europe/Berlin,youtube,False,,closedApp,,
1752845281.349596,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1752854316.467358,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,360.0,
1752856185.003961,3.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Ablenkung
1752913369.335283,,Europe/Berlin,youtube,False,,openedApp,,
1752913969.335284,,Europe/Berlin,youtube,False,,closedApp,,
1752913969.335284,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1752916415.742284,3.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Langeweile
1752927781.36122,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1752927960.665168,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1200.0,
1752934913.0872478,3.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,120.0,
1752943054.161498,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1752943617.745593,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1752943623.038244,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1620.0,
1752945887.960864,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,300.0,
1752948736.378467,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1752948971.337923,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,780.0,
1752949229.6164489,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1620.0,
1752949730.076027,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,60.0,
1752994577.7150168,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,420.0,
1752999476.484107,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Langeweile
1753022921.1205091,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753023004.843895,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1753096385.288924,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753100560.238107,6.0,Europe/Berlin,pokemonGo,False,breathingExercise,openedApp,300.0,Langeweile
1753102808.888753,,Europe/Berlin,youtube,False,,openedApp,,
1753103408.888753,,Europe/Berlin,youtube,False,,closedApp,,
1753103408.888753,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753103979.590975,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Entspannung
1753106739.1935282,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,2700.0,
1753107301.5703058,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753107837.294018,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1753158260.508712,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1753186673.7530441,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Entspannung
1753186678.050641,,Europe/Berlin,youtube,False,,openedApp,,
1753187278.050641,,Europe/Berlin,youtube,False,,closedApp,,
1753187278.050642,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753191021.114033,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1740.0,
1753193209.089816,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,True,breathingExercise,openedApp,300.0,Infos suchen
1753196328.720747,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753197565.59443,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,360.0,
1753197974.0182781,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753198620.744782,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753198653.158222,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1560.0,
1753199274.749826,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753207527.6834478,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1753246500.747294,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,900.0,
1753248046.9915261,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,600.0,
1753248590.835691,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753264362.112959,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1380.0,
1753264617.327705,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1140.0,
1753264834.978431,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1380.0,
1753265271.5588799,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753265276.54538,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1020.0,
1753270545.603486,6.0,Europe/Berlin,youtube,False,breathingExercise,openedApp,,Unterhaltung
1753270548.006042,,Europe/Berlin,youtube,False,,openedApp,,
1753271148.006042,,Europe/Berlin,youtube,False,,closedApp,,
1753271148.006042,,Europe/Berlin,youtube,False,,dismissedAppOpening,,
1753272285.874485,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,480.0,
1753276715.052921,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
1753277153.514015,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,720.0,
1753277929.307723,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,720.0,
1753282954.120902,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,openedApp,1080.0,
1753297785.373858,6.0,Europe/Berlin,1CBEFA2C-F6DF-405E-8A37-14D51FC5B253,False,askForTimeLimit,dismissedAppOpening,,
