app,timestamp,interventionDuration,timezone,interventionType,isReIntervention,resolution,purpose,timeIntervalUntilReIntervention
instagram,1753106638.112862,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,
instagram,1753106744.715125,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,
instagram,1753107625.480232,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753107654.338921,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753107764.1060948,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753125861.080274,1.5,Europe/Moscow,breathingExercise,False,openedApp,Entertainment,600.0
instagram,1753125967.8387399,,Europe/Moscow,,False,closedApp,,
instagram,1753138094.0395331,,Europe/Moscow,,False,closedApp,,
instagram,1753164574.193697,1.5,Europe/Moscow,breathingExercise,False,openedApp,Entertainment,600.0
instagram,1753164880.830198,,Europe/Moscow,,False,closedApp,,
instagram,1753165103.563558,,Europe/Moscow,,False,closedApp,,
instagram,1753166033.5289469,1.5,Europe/Moscow,breathingExercise,False,openedApp,Entertainment,600.0
instagram,1753166640.5743232,,Europe/Moscow,,False,closedApp,,
instagram,1753166651.207286,1.5,Europe/Moscow,breathingExercise,True,openedApp,Post something,600.0
instagram,1753166811.651287,,Europe/Moscow,,False,closedApp,,
instagram,1753166895.296531,,Europe/Moscow,,False,closedApp,,
instagram,1753170645.000741,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753170659.7185621,,Europe/Moscow,,False,closedApp,,
instagram,1753183009.794623,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753183314.356118,,Europe/Moscow,,False,closedApp,,
instagram,1753191066.726835,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753191083.640932,,Europe/Moscow,,False,closedApp,,
instagram,1753198327.553094,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753198620.632458,,Europe/Moscow,,False,closedApp,,
instagram,1753205612.7815552,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753206218.897794,,Europe/Moscow,,False,closedApp,,
instagram,1753243435.243411,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753243564.246908,,Europe/Moscow,,False,closedApp,,
instagram,1753255709.408608,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753255830.21172,,Europe/Moscow,,False,closedApp,,
instagram,1753277387.380035,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753295471.8323898,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753277479.494921,,Europe/Moscow,,False,closedApp,,
instagram,1753295649.241739,,Europe/Moscow,,False,closedApp,,
instagram,1753296039.4378738,,Europe/Moscow,,False,closedApp,,
instagram,1753299127.923619,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753299733.626272,,Europe/Moscow,,False,closedApp,,
instagram,1753329686.766823,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753329848.2546558,,Europe/Moscow,,False,closedApp,,
instagram,1753336035.4016109,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753336130.969116,,Europe/Moscow,,False,closedApp,,
instagram,1753354950.330209,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753355048.303158,,Europe/Moscow,,False,closedApp,,
instagram,1753381642.492131,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753381733.2674332,,Europe/Moscow,,False,closedApp,,
instagram,1753382248.1540751,,Europe/Moscow,,False,closedApp,,
instagram,1753382254.524708,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753382613.6990662,,Europe/Moscow,,False,closedApp,,
instagram,1753392445.598058,,Europe/Moscow,,False,closedApp,,
instagram,1753393950.380435,,Europe/Moscow,,False,closedApp,,
instagram,1753394188.5668302,,Europe/Moscow,,False,closedApp,,
instagram,1753395898.126028,,Europe/Moscow,,False,closedApp,,
instagram,1753399155.9488559,,Europe/Moscow,,False,closedApp,,
instagram,1753425079.1240969,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753425682.483171,,Europe/Moscow,,False,closedApp,,
instagram,1753425683.1557999,1.5,Europe/Moscow,breathingExercise,True,dismissedAppOpening,,
instagram,1753426402.057207,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753426606.073607,,Europe/Moscow,,False,closedApp,,
instagram,1753453473.077481,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753454081.35191,,Europe/Moscow,,False,closedApp,,
instagram,1753459810.912422,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753460416.853729,,Europe/Moscow,,False,closedApp,,
instagram,1753460422.868402,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753460440.306419,,Europe/Moscow,,False,closedApp,,
instagram,1753461018.594454,,Europe/Moscow,,False,closedApp,,
instagram,1753461025.194092,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753461621.391417,,Europe/Moscow,,False,closedApp,,
instagram,1753461627.0260239,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753462224.3618479,,Europe/Moscow,,False,closedApp,,
instagram,1753462231.192476,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753462852.436197,,Europe/Moscow,,False,closedApp,,
instagram,1753462858.383716,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753463454.582998,,Europe/Moscow,,False,closedApp,,
instagram,1753463683.6669102,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753463800.21119,,Europe/Moscow,,False,closedApp,,
instagram,1753464293.0136461,,Europe/Moscow,,False,closedApp,,
instagram,1753468583.8030791,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753468662.003961,,Europe/Moscow,,False,closedApp,,
instagram,1753469889.007488,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753508880.057541,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753508891.741263,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753509498.363161,,Europe/Moscow,,False,closedApp,,
instagram,1753514747.822639,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753514800.3766232,,Europe/Moscow,,False,closedApp,,
instagram,1753514998.100991,,Europe/Moscow,,False,closedApp,,
instagram,1753515066.125297,,Europe/Moscow,,False,closedApp,,
instagram,1753515137.890837,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753515741.8961549,,Europe/Moscow,,False,closedApp,,
instagram,1753517057.2889109,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753517663.070607,,Europe/Moscow,,False,closedApp,,
instagram,1753520176.644654,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753520780.289619,,Europe/Moscow,,False,closedApp,,
instagram,1753527643.653261,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753527818.401706,,Europe/Moscow,,False,closedApp,,
instagram,1753538015.755111,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753538209.3334532,,Europe/Moscow,,False,closedApp,,
instagram,1753544221.4659538,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753544568.036961,,Europe/Moscow,,False,closedApp,,
instagram,1753554472.3967218,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753555071.012443,,Europe/Moscow,,False,closedApp,,
instagram,1753560438.639338,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753560626.771875,,Europe/Moscow,,False,closedApp,,
instagram,1753562729.131257,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753562762.2492971,,Europe/Moscow,,False,closedApp,,
instagram,1753562974.733089,,Europe/Moscow,,False,closedApp,,
instagram,1753592183.766858,1.5,Europe/Moscow,breathingExercise,False,openedApp,Post something,600.0
instagram,1753592413.946768,,Europe/Moscow,,False,closedApp,,
instagram,1753602342.297521,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753602360.733177,,Europe/Moscow,,False,closedApp,,
instagram,1753602365.3667588,,Europe/Moscow,,False,closedApp,,
instagram,1753602410.715491,,Europe/Moscow,,False,closedApp,,
instagram,1753603148.12568,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753610005.496993,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753610104.212156,,Europe/Moscow,,False,closedApp,,
instagram,1753623515.1141582,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753623536.381866,,Europe/Moscow,,False,closedApp,,
instagram,1753629958.973627,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753629969.174796,1.5,Europe/Moscow,breathingExercise,False,openedApp,Bored,600.0
instagram,1753630548.761683,,Europe/Moscow,,False,closedApp,,
instagram,1753631715.051609,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753632234.55732,,Europe/Moscow,,False,closedApp,,
instagram,1753632551.630194,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753632574.9058251,,Europe/Moscow,,False,closedApp,,
instagram,1753637129.215626,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753637734.580626,,Europe/Moscow,,False,closedApp,,
instagram,1753639979.1040912,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753640585.25001,,Europe/Moscow,,False,closedApp,,
instagram,1753644375.189137,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753644612.723125,,Europe/Moscow,,False,closedApp,,
instagram,1753644982.1957932,,Europe/Moscow,,False,closedApp,,
instagram,1753646753.210619,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753647366.2437248,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753647360.32838,,Europe/Moscow,,False,closedApp,,
instagram,1753647967.6244168,,Europe/Moscow,,False,closedApp,,
instagram,1753675253.47186,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753675370.380281,,Europe/Moscow,,False,closedApp,,
instagram,1753692732.24327,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753692856.2278628,,Europe/Moscow,,False,closedApp,,
instagram,1753693003.09233,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753693116.398413,,Europe/Moscow,,False,closedApp,,
instagram,1753694965.2455401,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753695183.596724,,Europe/Moscow,,False,closedApp,,
instagram,1753706857.0315619,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753707145.0752149,,Europe/Moscow,,False,closedApp,,
instagram,1753713554.769939,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753713657.8337998,,Europe/Moscow,,False,closedApp,,
instagram,1753714270.862965,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753726326.3753061,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753726340.9910479,,Europe/Moscow,,False,closedApp,,
instagram,1753727326.477463,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753727930.061296,,Europe/Moscow,,False,closedApp,,
instagram,1753727935.515954,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753728538.242021,,Europe/Moscow,,False,closedApp,,
instagram,1753728543.947956,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753728875.571467,,Europe/Moscow,,False,closedApp,,
instagram,1753729039.202532,1.5,Europe/Moscow,breathingExercise,False,openedApp,Post something,600.0
instagram,1753729652.453041,1.5,Europe/Moscow,breathingExercise,True,openedApp,Post something,600.0
instagram,1753730258.388741,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753730857.979778,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753731459.311894,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753732060.153253,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753729646.5959759,,Europe/Moscow,,False,closedApp,,
instagram,1753730251.42794,,Europe/Moscow,,False,closedApp,,
instagram,1753730292.442363,,Europe/Moscow,,False,closedApp,,
instagram,1753730851.116113,,Europe/Moscow,,False,closedApp,,
instagram,1753731453.542667,,Europe/Moscow,,False,closedApp,,
instagram,1753732054.366791,,Europe/Moscow,,False,closedApp,,
instagram,1753732235.998976,,Europe/Moscow,,False,closedApp,,
instagram,1753732719.339735,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753733324.404289,,Europe/Moscow,,False,closedApp,,
instagram,1753733332.862753,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753733742.796002,,Europe/Moscow,,False,closedApp,,
instagram,1753736091.844121,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753736525.926443,,Europe/Moscow,,False,closedApp,,
instagram,1753761666.642226,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753761862.684185,,Europe/Moscow,,False,closedApp,,
instagram,1753767103.400125,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753767137.862584,,Europe/Moscow,,False,closedApp,,
instagram,1753807920.25526,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753808050.131247,,Europe/Moscow,,False,closedApp,,
instagram,1753808118.661552,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753808216.0677118,,Europe/Moscow,,False,closedApp,,
instagram,1753808286.233869,,Europe/Moscow,,False,closedApp,,
instagram,1753808977.809856,,Europe/Moscow,,False,closedApp,,
instagram,1753811466.431436,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753811507.528809,,Europe/Moscow,,False,closedApp,,
instagram,1753811799.439204,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753811827.1832929,,Europe/Moscow,,False,closedApp,,
instagram,1753813136.8765569,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753813363.0828671,,Europe/Moscow,,False,closedApp,,
instagram,1753814249.0382218,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1753814256.317455,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753814691.6906738,,Europe/Moscow,,False,closedApp,,
instagram,1753850347.464967,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753850705.611741,,Europe/Moscow,,False,closedApp,,
instagram,1753850956.808045,,Europe/Moscow,,False,closedApp,,
instagram,1753876652.67378,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753877258.7008271,,Europe/Moscow,,False,closedApp,,
instagram,1753877264.7388868,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1753877759.1039681,,Europe/Moscow,,False,closedApp,,
instagram,1753886948.120747,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753887554.0799,,Europe/Moscow,,False,closedApp,,
instagram,1753887813.773075,,Europe/Moscow,,False,closedApp,,
instagram,1753892042.320292,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753892486.498931,,Europe/Moscow,,False,closedApp,,
instagram,1753900568.892169,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753901174.30479,,Europe/Moscow,,False,closedApp,,
instagram,1753934437.651185,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753951960.214453,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753934774.393055,,Europe/Moscow,,False,closedApp,,
instagram,1753952084.022845,,Europe/Moscow,,False,closedApp,,
instagram,1753973629.551913,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753979791.661942,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753973665.273823,,Europe/Moscow,,False,closedApp,,
instagram,1753979885.620184,,Europe/Moscow,,False,closedApp,,
instagram,1753979946.209348,,Europe/Moscow,,False,closedApp,,
instagram,1753980270.466909,,Europe/Moscow,,False,closedApp,,
instagram,1753980809.400066,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753980876.850669,,Europe/Moscow,,False,closedApp,,
instagram,1753981064.3515,,Europe/Moscow,,False,closedApp,,
instagram,1753981241.294596,,Europe/Moscow,,False,closedApp,,
instagram,1753981352.501231,,Europe/Moscow,,False,closedApp,,
instagram,1753981549.190754,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753981585.885026,,Europe/Moscow,,False,closedApp,,
instagram,1753981795.161032,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753984693.269449,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753985299.485131,,Europe/Moscow,,False,closedApp,,
instagram,1753992458.4184551,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753992597.47912,,Europe/Moscow,,False,closedApp,,
instagram,1753994608.889639,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1753995216.594983,,Europe/Moscow,,False,closedApp,,
instagram,1753996478.0852242,,Europe/Moscow,,False,closedApp,,
instagram,1754020291.114418,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754020645.310533,,Europe/Moscow,,False,closedApp,,
instagram,1754037324.961174,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754037360.102169,,Europe/Moscow,,False,closedApp,,
instagram,1754045561.815487,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754045728.792999,,Europe/Moscow,,False,closedApp,,
instagram,1754056543.675777,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754056564.56229,,Europe/Moscow,,False,closedApp,,
instagram,1754066348.367507,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754066430.0569181,,Europe/Moscow,,False,closedApp,,
instagram,1754066727.7470222,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754066786.346694,,Europe/Moscow,,False,closedApp,,
instagram,1754066906.601839,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754067463.9293308,,Europe/Moscow,,False,closedApp,,
instagram,1754071266.1654239,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754071545.632594,,Europe/Moscow,,False,closedApp,,
instagram,1754078547.6637192,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754079153.338274,,Europe/Moscow,,False,closedApp,,
instagram,1754110690.994983,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754110786.8473768,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754120416.063768,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754120611.9432821,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754122075.8493261,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754128409.617478,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1754149998.139333,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754151702.828888,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754151835.0300078,,Europe/Moscow,,False,closedApp,,
instagram,1754152117.733212,,Europe/Moscow,,False,closedApp,,
instagram,1754152219.944427,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754152527.818503,,Europe/Moscow,,False,closedApp,,
instagram,1754159550.1763039,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754159606.189952,,Europe/Moscow,,False,closedApp,,
instagram,1754159635.473123,,Europe/Moscow,,False,closedApp,,
instagram,1754160177.145434,,Europe/Moscow,,False,closedApp,,
instagram,1754160183.013659,1.5,Europe/Moscow,breathingExercise,True,openedApp,Search Info,600.0
instagram,1754160197.747966,,Europe/Moscow,,False,closedApp,,
instagram,1754160531.018856,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754160645.335973,,Europe/Moscow,,False,closedApp,,
instagram,1754161127.1114712,1.5,Europe/Moscow,breathingExercise,False,dismissedAppOpening,,
instagram,1754201614.485211,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754202159.77585,,Europe/Moscow,,False,closedApp,,
instagram,1754205140.962729,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754205746.646649,,Europe/Moscow,,False,closedApp,,
instagram,1754216433.972461,1.5,Europe/Moscow,breathingExercise,False,openedApp,Search Info,600.0
instagram,1754216588.202209,,Europe/Moscow,,False,closedApp,,
instagram,1754217054.1343389,,Europe/Moscow,,False,closedApp,,
