timestamp,resolution,isReIntervention,timezone,interventionType,app,interventionDuration,purpose,timeIntervalUntilReIntervention
1753284433.77978,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753284560.314372,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Check likes,
1753286049.090186,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753291336.0728111,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Check likes,
1753293443.341477,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753334410.407526,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753337376.1151361,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753337930.952873,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753344857.419932,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753344907.456964,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753345001.707323,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753345220.21264,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753345297.557348,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753345404.771716,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753345419.5981998,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753347360.44993,dismissedAppOpening,False,Europe/Warsaw,breathingExercise,facebook,1.5,,
1753377463.199415,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753377740.1288,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
1753377803.1650538,openedApp,False,Europe/Warsaw,breathingExercise,facebook,1.5,Message,
